"","Province_ID","SubmissionDate","start","end","today","deviceid","Enumerator_ID","District_name","Commune_name","Hatchery_ID","I_Q3","I_Q4","I_Q4o","Start.PlotRoster","numplots","plot_roster_count","plotnum_1","R_Q1_1","R_Q2_1","R_Q2o_1","R_Q3_1","R_Q3_0_1","R_Q301_1","R_Q3a_1","District_name_source_1","Commune_name_source_1","R_Q4_1","R_Q4a_1","R_Q5_1","R_Q6_1","R_Q7_1","R_Q8_1","R_Q8a_1","R_Q8b_1","R_Q8c_1","R_Q9_1","R_Q10_1","plotnum_2","R_Q1_2","R_Q2_2","R_Q2o_2","R_Q3_2","R_Q3_0_2","R_Q301_2","R_Q3a_2","District_name_source_2","Commune_name_source_2","R_Q4_2","R_Q4a_2","R_Q5_2","R_Q6_2","R_Q7_2","R_Q8_2","R_Q8a_2","R_Q8b_2","R_Q8c_2","R_Q9_2","R_Q10_2","plotnum_3","R_Q1_3","R_Q2_3","R_Q2o_3","R_Q3_3","R_Q3_0_3","R_Q301_3","R_Q3a_3","District_name_source_3","Commune_name_source_3","R_Q4_3","R_Q4a_3","R_Q5_3","R_Q6_3","R_Q7_3","R_Q8_3","R_Q8a_3","R_Q8b_3","R_Q8c_3","R_Q9_3","R_Q10_3","R_Q11","R_Q12","R_Q11b","R_Q11c","R_Q11c_option_1","R_Q11c_option_2","R_Q11c_option_3","R_Q11c_option_4","R_Q11c_option_5","R_Q11c_option_6","R_Q11c_option_7","R_Q11c1","End.PlotRoster","Sampling_roster_count","Samplenum_1","Strain_name_1","S_Q0b_1","S_Q1.Latitude_1","S_Q1.Longitude_1","S_Q1.Altitude_1","S_Q1.Accuracy_1","S_Q2_1","Ponds_1","Sample_count_1","S_Q10_1_1","S_Q10b_1_1","S_Q10_1_2","S_Q10b_1_2","S_Q10_1_3","S_Q10b_1_3","Samplenum_2","Strain_name_2","S_Q0b_2","S_Q1.Latitude_2","S_Q1.Longitude_2","S_Q1.Altitude_2","S_Q1.Accuracy_2","S_Q2_2","Ponds_2","Sample_count_2","S_Q10_2_1","S_Q10b_2_1","S_Q10_2_2","S_Q10b_2_2","S_Q10_2_3","S_Q10b_2_3","Samplenum_3","Strain_name_3","S_Q0b_3","S_Q1.Latitude_3","S_Q1.Longitude_3","S_Q1.Altitude_3","S_Q1.Accuracy_3","S_Q2_3","Ponds_3","Sample_count_3","S_Q10_3_1","S_Q10b_3_1","S_Q10_3_2","S_Q10b_3_2","S_Q10_3_3","S_Q10b_3_3","nb_samples","End.Sampling_roster","Dur.Roster","Dur.Sampling","signature","End_Comments","X__version__","instanceID","formdef_version","KEY","X","S1_ID","S1_assign","S2_ID","S2_assign","S3_ID","S3_assign","S4_ID","S4_assign","S5_ID","S5_assign","S6_ID","S6_assign","S7_ID","S7_assign","S8_ID","S8_assign","S9_ID","S9_assign","total_samples","Str1_similar","Str2_similar","Str3_similar","Str1_dominant","Str2_dominant","Str3_dominant","Strain_present_1_sample","Strain_present_1_pond","Province_name","Region","CSMAP","R_Q8_rec","GIFT_for_sale","Origin_fin"
"67",67,"4/23/2023 19:00","4/23/2023 9:47","4/23/2023 19:00","23-Apr-23","ca61ed86ba172374",2,"Cu jut","Nam Dong",230401,"Chủ trại","option_4","","10:49:22 AM",1,1,1,"Đường Nghiệp","option_4","","Anh Khoa","",NA,"75","Biên Hòa","Tân Vạn","option_1","option_2","option_2","","option_99",400,"option_4","option_2",0,1000,2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","11:57:59 AM",1,1,"Đường Nghiệp",1,12.6253131,107.8747375,315,4.9,"2","1 cơ sở",3,"","Q1 _437","","Q1-085","","Q1-133",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"6:28:57 PM",68,390,"","Mẫu cá nhỏ, lấy mẫu tương đối khó khăn","vPLgT4JJBcbPzUGUssuxcS","uuid:e3204b5f-8a2a-44b7-8cc9-308c55631027",2304211647,"uuid:e3204b5f-8a2a-44b7-8cc9-308c55631027",12,"Q1-437","RIA1","Q1-085","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dak Nong","4_Central Highlands",NA,360000,FALSE,FALSE
"68",67,"4/22/2023 20:28","4/22/2023 14:23","4/22/2023 20:16","22-Apr-23","ca61ed86ba172374",2,"Krông Nô","Đăk Đrô",220401,"Con chủ trại","option_4","","2:27:57 PM",1,1,1,"Đường Nghiệp(cá rô phi chọn giống thế hệ mới)","option_1","","Trung tâm chọn giống cá rô phi tam kì_ Quảng Nam","",NA,"49","Tam Kỳ","Tam Ngọc","option_1","option_2","option_2","","option_99",1000,"option_4","option_1",60,1000,1.4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","6:39:46 PM",1,1,"Đường Nghiệp(cá rô phi chọn giống thế hệ mới)",1,12.4444882,107.8683379,439.3,5,"1","1 cơ sở",3,"","Q1-055","","(Cá nhỏ rộng 1cm, dài 4cm)Q1-368","","(Cá nhỏ)Q1-013",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"6:45:37 PM",251,5,"","Trại chỉ còn 1 loại cá nhỏ, rộng 1cm, dài 4cm, lấy mẫu rất khó khăn","vPLgT4JJBcbPzUGUssuxcS","uuid:8563c902-1698-48cd-b683-dd2b9d11758e",2304211647,"uuid:8563c902-1698-48cd-b683-dd2b9d11758e",29,"Q1-055","RIA1","Q1-368","RIA1","Q1-013","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dak Nong","4_Central Highlands",NA,9e+05,FALSE,FALSE
"69",67,"6/26/2023 14:48","6/24/2023 9:22","6/24/2023 10:56","24-Jun-23","ca61ed86ba172374",2,"663","24685",240601,"Phụ trách trạm","option_1","","9:24:12 AM",1,1,1,"Cá rô phi dòng GIFT","option_2","","Viện nuôi trồng thủy sản 2","option_1",988975970,"82","819","28426","option_2","","","","option_1",1000,"option_4","option_1",30,800,8,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","GIFT","option_2","",NA,NA,NA,NA,NA,NA,NA,"","11:26:54 AM",1,1,"Cá rô phi dòng GIFT",1,12.4036869,107.615804,726.8,5,"8","1 cơ sở",3,"","Q3_1296","Q2-667","","Q3-1102","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"11:35:43 AM",122,8,"https://vhlss23test.surveycto.com/view/submission-attachment/1687574127266.jpg?uuid=uuid%3Add1da9d8-cbf6-4861-b5a2-a9bcab825725","Trạm trực thuộc TT khuyến nông và giống nông lâm nghiệp, sdt viện thủy sản 2 là số anh Khoa người cung cấp cá bố mẹ cho trạm. Đa số trạm bán giống cho dân trong địa bàn tỉnh. Cá gống này có cá bố 5kg, cá mẹ 3kg.","vPLgT4JJBcbPzUGUssuxcS","uuid:dd1da9d8-cbf6-4861-b5a2-a9bcab825725",2306161529,"uuid:dd1da9d8-cbf6-4861-b5a2-a9bcab825725",74,"Q3-1296","RIA1","Q2-667","RIA1","Q3-1102","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dak Nong","4_Central Highlands",NA,9e+05,TRUE,FALSE
"70",70,"10/2/2023 22:39","10/2/2023 14:33","10/2/2023 22:36","2-Oct-23","ca61ed86ba172374",2,"695","25387",21002,"Phó trưởng trại giống","option_1","","2:36:55 PM",1,1,1,"Rô phi vằn đơn tính","option_3","","Tt chọn giống cá rô phi","option_1",2356509887,"49","502","20389","option_1","option_2","option_1","option_3","option_1",4500,"option_4","option_1",60,530,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","Rô phi vằn","option_1","option_7",0,0,0,0,0,0,1,"Hỗ trợ kinh phí nuôi cá bố mẹ","2:46:39 PM",1,1,"Rô phi vằn đơn tính",2,11.5972479,106.9291008,93,4.9,"25","2 cơ sở (2:1)",3,"Q5-1459","","Q5-1464","","Q5-1442","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:53:56 PM",9,7,"https://vhlss23test.surveycto.com/view/submission-attachment/1696233482735.jpg?uuid=uuid%3A26edcd3d-f1e0-4115-9f3f-30c180a71ba7","Trung tâm hiện tại chỉ bán và sản xuất 1 dòng cá rô phi đơn tính. Dòng này được tạo từ dòng cá bố mẹ là cá rô phi vằn nhập từ Tam Ngọc, Tam Kỳ, Quảng Nam, trung tâm tự xử lí cá đơn tính để bán và nuôi thương phẩm tại TT. Thời gian lấy mẫu TT đã hết giống cá rô phi đơn tính chỉ còn cá thương phẩm. Do trời mưa cán bộ lấy mẫu trước điền phiếu sau do đó đã sơ xuất lấy dư 3 mẫu cá, đã tách riêng mẫu dư và ghi chú lại trong bì ninong. Tổng lấy 6 mẫu cá tại TT này.","vPLgT4JJBcbPzUGUssuxcS","uuid:26edcd3d-f1e0-4115-9f3f-30c180a71ba7",2306161529,"uuid:26edcd3d-f1e0-4115-9f3f-30c180a71ba7",55,"Q5-1459","RIA1","Q5-1464","RIA1","Q5-1442","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Binh Phuoc","5_South East",NA,4050000,TRUE,FALSE
"71",70,"10/2/2023 17:53","10/2/2023 9:29","10/2/2023 17:50","2-Oct-23","ca61ed86ba172374",2,"689","25204",21001,"Chủ vựa","option_4","","10:32:46 AM",1,1,1,"Cá rô phi gift thường","option_2","","Trại cá giống Tân Ba","option_1",963001776,"74","723","25939","option_1","option_5","option_2","","option_99",360,"option_4","option_2",0,1500,7,2,"Gift","option_4","","Trại cá giống Tân Ba","option_1",938001776,74,"723","25939","option_2","","","","option_1",200,"option_4","option_2",NA,1000,8,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","11:49:56 AM",1,1,"Cá rô phi gift thường",1,11.5286567,106.8947737,73.8,5,"7","1 cơ sở",3,"Q5-1404","","Q5-1192","","Q5-1458","",2,"Gift",0,11.5286798,106.8947282,74.1,4.9,NA,"3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"12:10:33 PM",77,20,"https://vhlss23test.surveycto.com/view/submission-attachment/1696215035353.jpg?uuid=uuid%3Ae62c5193-4a20-4dc0-80d6-b779732cc30e","Hiện vựa chỉ còn 1 dòng cá là dòng Gift( cá thường ko xử lí đơn tính) dòng xử lý đơn tính đã bán hết chưa nhập mới nên hiện ko có cá","vPLgT4JJBcbPzUGUssuxcS","uuid:e62c5193-4a20-4dc0-80d6-b779732cc30e",2306161529,"uuid:e62c5193-4a20-4dc0-80d6-b779732cc30e",56,"Q5-1404","RIA1","Q5-1192","RIA1","Q5-1458","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Binh Phuoc","5_South East",NA,324000,TRUE,FALSE
"72",72,"10/3/2023 22:10","10/3/2023 15:22","10/3/2023 22:09","3-Oct-23","ca61ed86ba172374",2,"707","25579",31001,"Chủ nông trại","option_4","","3:26:41 PM",1,1,1,"1","option_4","","Hợp tác xã 24/7","option_1",917156239,"60","594","23237","option_99","","","","option_1",45000,"option_4","option_2",0,18000,25,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_99","",NA,NA,NA,NA,NA,NA,NA,"","5:35:11 PM",1,1,"1",1,11.2355737,106.2997284,20,5,"25","1 cơ sở",3,"Q5-1066","","Q5-1205","","Q5-1345","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"5:40:19 PM",128,5,"https://vhlss23test.surveycto.com/view/submission-attachment/1696322372443.jpg?uuid=uuid%3A732cc1db-47ab-4a91-90e9-a5b3eca94240","Nông trại rộng 6ha, chủ yếu nuôi thương phẩm để xuất khẩu cá tra, cá ba sa, trước đây có nuôi cá rô phi đơn tính dòng đường nghiệp lấy giống từ hợp tác xã 24/7 Bình Thuận (nay hợp tác xã đã giải thể giao từng tư nhân phụ trách). Giống cá rô phi trong nông trại này được nuôi cho tới khi đạt kích cơ khoảng 23 đến 25cm nặng khoảng 500g thì bán. Hiện chỉ còn sót lại một ít trong nông trại tiếp tục nuôi thương phẩm trong 1 ao tù. Trại ko còn bán giống rô phi nữa.","vPLgT4JJBcbPzUGUssuxcS","uuid:732cc1db-47ab-4a91-90e9-a5b3eca94240",2306161529,"uuid:732cc1db-47ab-4a91-90e9-a5b3eca94240",45,"Q5-1066","RIA1","Q5-1205","RIA1","Q5-1345","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Tay Ninh","5_South East",NA,40500000,TRUE,FALSE
"73",74,"10/5/2023 17:44","10/4/2023 17:41","10/5/2023 17:43","4-Oct-23","ca61ed86ba172374",2,"723","25939",2819,"Chủ trại","option_3","","4:44:32 PM",3,3,1,"Cá rô phi thường","option_4","","Qua thương lái giao trực tiếp","option_1",909631511,"74","723","25939","option_2","","","","option_1",1000,"option_4","option_1",70,120,7,2,"ĐƯỜNG NGHIỆP","option_4","","Vũ Xuân Tiến","option_1",945014618,75,"731","26026","option_1","option_5","option_1","option_99","option_99",600,"option_4","option_1",70,800,4,3,"Rô phi đơn tính","option_6","Thương lái giao trực tiếp","Trại Khoa","option_1",909631511,74,"723","25939","option_1","option_4","option_2","","option_1",400,"option_4","option_1",80,1100,6,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","5:06:12 PM",3,1,"Cá rô phi thường",1,10.9679132,106.774701,2.1,5,"7","1 cơ sở",3,"Q5-1135","","Q5-1270","","Q5-1196","",2,"ĐƯỜNG NGHIỆP",1,10.9679298,106.7747701,2.1,4.8,4,"1 cơ sở",3,"Q5-1388","","Q5-1306","","Q5-1262","",3,"Rô phi đơn tính",1,10.9677162,106.7749614,2,4.9,6,"1 cơ sở",3,"Q5-1400","","Q5-1131","","Q5-1406","",9,"7:21:23 PM",21,135,"https://vhlss23test.surveycto.com/view/submission-attachment/1696417934839.jpg?uuid=uuid%3A934bea1c-4a56-47ca-b640-1d7213727d9f","Trại Tân Ba thuộc HTX Tân Ba nay giao cho hộ phụ trách. Hiện trại nhập cá rô phi chưa qua xử lí về tự xử lí đơn tính, giống Đường Nghiệp đã được xử lí đơn tính tại trại khác trại mua về tiếp tục xử lí đơn tính tại trại bằng thuốc có nguồn gốc Trung Quốc( đã chụp hình vỏ thuốc gửi lên nhóm và Quyên). Đa số cá rô phi trại nhập từ thương lái giao trực tiếp tại trại. Thương lái người ngoài bắc nhưng sống ở Đồng Nai.","vPLgT4JJBcbPzUGUssuxcS","uuid:934bea1c-4a56-47ca-b640-1d7213727d9f",2306161529,"uuid:934bea1c-4a56-47ca-b640-1d7213727d9f",53,"Q5-1135","RIA1","Q5-1270","RIA1","Q5-1196","RIA1","Q5-1388","RIA1","Q5-1306","RIA1","Q5-1262","RIA1",NA,NA,"Q5-1131","RIA1","Q5-1406","RIA1",8,TRUE,TRUE,TRUE,"RIA1","RIA1","None","GIFT-derived","GIFT-derived","Tinh Binh Duong","5_South East",NA,9e+05,TRUE,TRUE
"74",74,"10/5/2023 8:30","10/4/2023 15:14","10/5/2023 8:29","4-Oct-23","ca61ed86ba172374",2,"723","25939",41001,"Chủ trại","option_4","","2:18:35 PM",1,1,1,"Cá rô phi thường","option_4","","Trại Tài","option_1",900000009,"79","776","27394","option_2","","","","option_99",500,"option_4","option_2",0,300,12,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","2:35:11 PM",1,1,"Cá rô phi thường",1,10.9707122,106.7756004,6,4.6,"16","1 cơ sở",3,"Q5-1392","","Q5-1039","","Q5-1476","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:41:25 PM",16,6,"https://vhlss23test.surveycto.com/view/submission-attachment/1696409016348.jpg?uuid=uuid%3A22b85cdb-545e-4d2d-9da1-b32760a3182e","Trại cá  mua cá giống qua on line hoặc thương lái tới bỏ trực tiếp đặt theo nhu cầu trong dân, chủ trại không biết thương lái có trại hay ko tạm gọi là trại Tài số đt 0903358252. Trước đây có nhập giống cá rô phi đơn tính nhưng gân đây không nhập nữa. Trại bán nhiều giống cá khác nhưng cá rô phi bán rất ít do nhu cầu của dân địa phương không nhiều.","vPLgT4JJBcbPzUGUssuxcS","uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e",2306161529,"uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e",70,"Q5-1392","RIA1","Q5-1039","RIA1","Q5-1476","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Binh Duong","5_South East",NA,450000,FALSE,FALSE
"75",75,"10/7/2023 18:06","10/6/2023 13:57","10/7/2023 18:05","6-Oct-23","ca61ed86ba172374",2,"741","26446",61001,"Chủ trại","option_4","","2:01:45 PM",1,1,1,"Rô phi thường","option_4","","TRƯỜNG CAN","option_1",832338841,"75","737","26269","option_2","","","","option_1",500,"option_4","option_2",0,600,6,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_2",0,1,0,0,0,0,0,"","3:18:21 PM",1,1,"Rô phi thường",1,10.8667888,107.477964,112.2,5,"6","1 cơ sở",3,"Q5-1012","","Q5-1093","","Q5-1149","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:11:24 PM",76,53,"https://vhlss23test.surveycto.com/view/submission-attachment/1696576701038.jpg?uuid=uuid%3A3b2b7089-8a4c-4d11-9028-4071df6be953","Trại không chỉ bán cá mà còn có nhiều mô hình kinh doanh khác. Cá rô phi thường ở khu vực này được dân thích nuôi vì họ muô s nuôi cá rô có khả năng để trứng để đỡ mua cá giống. Dân nuôi cung cấp cho gđ và phục vụ bán quán kết hợp du lịch.","vPLgT4JJBcbPzUGUssuxcS","uuid:3b2b7089-8a4c-4d11-9028-4071df6be953",2306161529,"uuid:3b2b7089-8a4c-4d11-9028-4071df6be953",51,"Q5-1012","RIA1","Q5-1093","RIA1","Q5-1149","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dong Nai","5_South East",NA,450000,TRUE,TRUE
"76",75,"10/8/2023 6:20","10/6/2023 15:09","10/7/2023 18:24","6-Oct-23","ca61ed86ba172374",2,"741","26446",2177,"Chủ trại","option_4","","4:08:31 PM",3,3,1,"Rô phi đơn tính","option_3","","trại Liêm","option_1",919584624,"79","783","27496","option_1","option_3","option_2","","option_99",200,"option_4","option_1",20,500,3,2,"Rô phi thường(gift)","option_6","Dân ươm nuôi bán trực tiếp cho trại","Mua của dân tự nuôi","option_2",NA,82,"820","28471","option_2","","","","option_1",10,"option_2","option_1",50,800,7,3,"Super Thái Lan","option_5","","Thái Lan","option_1",919584624,NA,"","","option_1","option_1","option_2","","option_2",300,"option_4","option_1",35,1400,2,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","6:37:21 PM",3,1,"Rô phi đơn tính",1,10.8601887,107.4749805,115,6.9,"7","1 cơ sở",3,"Q5-1215","","Q5-1054","","Q5-1397","",2,"Rô phi thường(gift)",1,10.8598986,107.4749877,112.9,5.5,7,"1 cơ sở",3,"Q5-1498","","Q5-1259","","Q5-1304","",3,"Super Thái Lan",1,10.8599727,107.4749254,113,5.2,2,"1 cơ sở",3,"Q5-1315","","Q5-1252","","Q5-1363","",9,"6:45:41 PM",148,8,"https://vhlss23test.surveycto.com/view/submission-attachment/1696581991626.jpg?uuid=uuid%3A04a65b59-88b0-49a7-828a-766116b333e2","Trại Trường long trước thuộc HTX Gia Ray nay giao tư nhân quản lí. Nơi cung cấp cá là trại Liêm trước đây do anh Phú Hữu quản lí nay giao cho anh Tấn phụ trách. Dòng super Thái Lan nhập trực tiếp từ thương lái theo lời họ giống có nguồn gốc từ Thái Lan. Thương lái tên Tấn 0919584624. Do thời gian lấy mẫu muộn tuyến đg xe di chuyển từ  gấp xuân lộc về tp cá mau quá dài(12 tiếng ) cho kịp chuyến xe nên ĐTV hoàn thiện phiếu trên đoạn đg di chuyển.","vPLgT4JJBcbPzUGUssuxcS","uuid:04a65b59-88b0-49a7-828a-766116b333e2",2306161529,"uuid:04a65b59-88b0-49a7-828a-766116b333e2",72,"Q5-1215","RIA1","Q5-1054","RIA1","Q5-1397","RIA1","Q5-1498","RIA1","Q5-1259","RIA1","Q5-1304","05_Molobicus","Q5-1315","RIA1","Q5-1252","RIA1","Q5-1363","RIA1",9,TRUE,FALSE,TRUE,"RIA1","None","RIA1","GIFT-derived","GIFT-derived","Tinh Dong Nai","5_South East",NA,180000,TRUE,FALSE
"77",82,"4/25/2023 21:15","4/25/2023 11:48","4/25/2023 21:15","25-Apr-23","ca61ed86ba172374",2,"Thị xã Gò Công","Tân Trung",250401,"Mẹ vợ của chủ trại","option_4","","1:30:54 PM",1,1,1,"Rô phi ghép Đài Loan","option_4","","BÙM","option_1",818827900,"82","Thị xã Gò Công","Thạnh Trị","option_2","","","","option_99",500,"option_4","option_2",0,500,1,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","2:03:16 PM",1,1,"Rô phi ghép Đài Loan",1,10.4019769,106.6754334,1.5,7,"12","1 cơ sở",3,"","Q1-053","","Q1-364","","Q1-037",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:08:05 PM",32,4,"https://vhlss23test.surveycto.com/view/submission-attachment/1682399349292.jpg?uuid=uuid%3A7d1ac27e-9777-4153-847a-9b1e661b22e5","Trại cá tên Thanh Hải do chị Yến Loan quản dân thường hay gọi trại cá Tùng nhập cá rô phi từ nhiều nơi chủ yếu từ hộ tự sx Bum tại Thanh Trị- Gò công tây- Tiền Giang","vPLgT4JJBcbPzUGUssuxcS","uuid:7d1ac27e-9777-4153-847a-9b1e661b22e5",2304241104,"uuid:7d1ac27e-9777-4153-847a-9b1e661b22e5",10,"Q1-053","RIA1","Q1-364","RIA1","Q1-037","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Tien Giang","6_MRD",1,450000,FALSE,TRUE
"78",82,"4/25/2023 21:18","4/25/2023 13:39","4/25/2023 21:18","25-Apr-23","ca61ed86ba172374",2,"Thị xã Gò Công","Phường 3",250402,"Chủ trại","option_4","","1:41:07 PM",1,1,1,"Rô phi gift","option_4","","Mua từ Hộ gia đình tự sản xuất","option_1",818827900,"82","Bùm","Thạnh Trị","option_2","","","","option_99",200,"option_4","option_2",0,500,1,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","2:55:55 PM",1,1,"Rô phi gift",1,10.3632278,106.6824559,2.4,12.9,"4","1 cơ sở",3,"","Q1-130","","Q1_154","","Q1_291",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:45:07 PM",74,-10,"https://vhlss23test.surveycto.com/view/submission-attachment/1682406064516.jpg?uuid=uuid%3Aee28ae59-20cd-4cb8-a6d8-641c69386117","Trại bán cả cá cảnh, cá giống nhỏ","vPLgT4JJBcbPzUGUssuxcS","uuid:ee28ae59-20cd-4cb8-a6d8-641c69386117",2304241104,"uuid:ee28ae59-20cd-4cb8-a6d8-641c69386117",78,"Q1-130","RIA1","Q1-154","RIA1","Q1-291","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Tien Giang","6_MRD",1,180000,FALSE,TRUE
