"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","ws_rate_ha","pre_rate_ha"
"167",6,61,1912,7,6,1912007006,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,2,"thái bình",1,"2_NMMA",50,30
"168",6,61,1912,7,7,1912007007,"Tinh Bac Kan",1,"Sao Trung Bo (500m2)",5,99,NA,NA,3,"bưu điện",1,"2_NMMA",100,NA
"169",6,61,1912,7,8,1912007008,"Tinh Bac Kan",1,"Sao Trung Bo (500m2)",5,99,NA,NA,3,"thái bình",1,"2_NMMA",100,NA
"171",6,61,1912,7,10,1912007010,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,99,NA,NA,2,"lai",1,"2_NMMA",30,NA
"172",6,61,1912,7,11,1912007011,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,2,"lai",1,"2_NMMA",50,NA
"174",6,61,1912,7,13,1912007013,"Tinh Bac Kan",1,"Sao Bac Bo (360m2)",4.4,2,"Sao Bac Bo (360m2)",4.4,3,"bao thai",1,"2_NMMA",122.222222222222,122.222222222222
"175",6,61,1912,7,15,1912007015,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,2,"thái bình",1,"2_NMMA",100,50
"176",6,64,2035,3,1,2035003001,"Tinh Bac Kan",4,"m2",0,25,NA,NA,3,"bao thai",1,"2_NMMA",0,NA
"178",6,64,2035,3,4,2035003004,"Tinh Bac Kan",4,"Sao Trung Bo (500m2)",2,99,NA,NA,1,"bao thai",1,"2_NMMA",40,NA
"179",6,64,2035,3,6,2035003006,"Tinh Bac Kan",5,"Sao Trung Bo (500m2)",1,99,NA,NA,2,"bao thai",1,"2_NMMA",20,NA
"180",6,64,2035,3,13,2035003013,"Tinh Bac Kan",4,"Sao Trung Bo (500m2)",1,99,NA,NA,1,"tạp giao",1,"2_NMMA",20,NA
"181",6,64,2044,3,3,2044003003,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.1,2,"m2",0.03,1,"khang dân",1,"2_NMMA",1,300
"182",6,64,2044,3,6,2044003006,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.1,3,"m2",0.03,2,"thái bình",1,"2_NMMA",1,300
"183",6,64,2044,3,7,2044003007,"Tinh Bac Kan",5,"m2",0.03,2,"m2",0.04,2,"Thái bình",1,"2_NMMA",300,NA
"184",6,64,2044,3,9,2044003009,"Tinh Bac Kan",5,"m2",0.03,2,"m2",0.03,1,"Thái bình",1,"2_NMMA",300,300
"185",6,64,2044,3,10,2044003010,"Tinh Bac Kan",5,"m2",0.03,2,"m2",0.03,2,"tạp giao",1,"2_NMMA",300,300
"186",6,64,2044,3,11,2044003011,"Tinh Bac Kan",5,"m2",0.03,2,"m2",0.03,2,"thái bình",1,"2_NMMA",300,300
"187",6,64,2044,3,12,2044003012,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.3,2,"m2",0.04,1,"khang dân",1,"2_NMMA",3,0.4
"188",6,64,2044,3,14,2044003014,"Tinh Bac Kan",5,"m2",0.03,2,"m2",0.03,1,"Thái bình",1,"2_NMMA",300,300
"189",6,64,2047,4,1,2047004001,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"m2",4,1,"hà giang",1,"2_NMMA",40,40
"190",6,64,2047,4,2,2047004002,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,1,"m2",5,1,"J02",1,"2_NMMA",50,50
"191",6,64,2047,4,3,2047004003,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",8,1,"m2",8,1,"J02",1,"2_NMMA",80,80
"192",6,64,2047,4,4,2047004004,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,1,"m2",12,1,"Ha na",1,"2_NMMA",120,120
"193",6,64,2047,4,5,2047004005,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,1,"m2",12,1,"J02",1,"2_NMMA",120,120
"194",6,64,2047,4,6,2047004006,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,1,"m2",3,1,"Jo2",1,"2_NMMA",30,30
"195",6,64,2047,4,7,2047004007,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"m2",4,1,"J02",1,"2_NMMA",40,40
"196",6,64,2047,4,8,2047004008,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,1,"m2",3,1,"Jo2",1,"2_NMMA",30,30
"197",6,64,2047,4,9,2047004009,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,1,"m2",12,1,"J02",1,"2_NMMA",130,120
"198",6,64,2047,4,10,2047004010,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,2,"m2",5,3,"bắc thơm",1,"2_NMMA",50,50
"199",6,64,2047,4,11,2047004011,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,1,"m2",5,1,"J02",1,"2_NMMA",50,50
"200",6,64,2047,4,12,2047004012,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,1,"m2",3,1,"J02",1,"2_NMMA",30,30
"201",6,64,2047,4,13,2047004013,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"m2",20,3,"mai hương",1,"2_NMMA",200,200
"202",6,64,2047,4,14,2047004014,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,1,"m2",5,1,"Lai",1,"2_NMMA",50,50
"203",6,64,2047,4,15,2047004015,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",8,1,"m2",8,1,"J02",1,"2_NMMA",80,80
"204",6,66,2173,5,1,2173005001,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",1,99,NA,NA,1,"lai",1,"2_NMMA",10,NA
"205",6,66,2173,5,3,2173005003,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",1,1,"m2",1,2,"lai",1,"2_NMMA",10,10
"206",6,66,2173,5,4,2173005004,"Tinh Bac Kan",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",1,99,NA,NA,1,"Lúa lai",1,"2_NMMA",10,NA
"207",6,66,2173,5,5,2173005005,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,2,"giống lai 108",1,"2_NMMA",40,40
"208",6,66,2173,5,6,2173005006,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"lúa lai 838",1,"2_NMMA",40,40
"209",6,66,2173,5,8,2173005008,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,1,"lúa lai 838",1,"2_NMMA",50,50
"210",6,66,2173,5,9,2173005009,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"việt lai 20",1,"2_NMMA",40,40
"211",6,66,2173,5,10,2173005010,"Tinh Bac Kan",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"hà phát 88",1,"2_NMMA",40,40
"212",6,66,2173,5,11,2173005011,"Tinh Bac Kan",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,20,NA,NA,1,"sán ưu 63",1,"2_NMMA",130,NA
"213",6,66,2173,5,12,2173005012,"Tinh Bac Kan",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",6,35,NA,NA,2,"nhì ưu",1,"2_NMMA",60,NA
"214",6,66,2173,5,13,2173005013,"Tinh Bac Kan",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"việt lai 20",1,"2_NMMA",40,40
"215",6,66,2173,5,14,2173005014,"Tinh Bac Kan",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"việt lai 20",1,"2_NMMA",40,40
"216",8,70,2215,13,4,2215013004,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1.2,4,"Sao Bac Bo (360m2)",1.3,1,"đài thơm",1,"2_NMMA",33.3333333333333,36.1111111111111
"217",8,72,2275,5,1,2275005001,"Tinh Tuyen Quang",5,"m2",0.01,5,"m2",0.01,1,"lúa thuần thiên ưu 8",1,"2_NMMA",100,100
"218",8,72,2275,5,2,2275005002,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1.4,2,"Sao Bac Bo (360m2)",1.5,1,"Việt Lai 20",1,"2_NMMA",38.8888888888889,41.6666666666667
"219",8,72,2275,5,3,2275005003,"Tinh Tuyen Quang",5,"m2",0.01,10,"m2",0.05,1,"MHC2",1,"2_NMMA",100,NA
"220",8,72,2275,5,4,2275005004,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1.2,1,"hương ưu",1,"2_NMMA",27.7777777777778,33.3333333333333
"221",8,72,2275,5,5,2275005005,"Tinh Tuyen Quang",5,"m2",0.01,10,"m2",0.01,1,"thiên ưu 8",1,"2_NMMA",100,100
"222",8,72,2275,5,6,2275005006,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",1,1,"thiên ưu",1,"2_NMMA",27.7777777777778,27.7777777777778
"223",8,72,2275,5,7,2275005007,"Tinh Tuyen Quang",5,"m2",0.01,5,"m2",0.01,1,"Siêu lúa lai",1,"2_NMMA",100,100
"224",8,72,2275,5,8,2275005008,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",1,1,"thiên ưu",1,"2_NMMA",27.7777777777778,27.7777777777778
"225",8,72,2275,5,9,2275005009,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1.4,10,"Sao Bac Bo (360m2)",1.4,1,"lúa thuần đài thơm",1,"2_NMMA",38.8888888888889,38.8888888888889
"226",8,72,2275,5,10,2275005010,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1.5,1,"Sao Bac Bo (360m2)",1.6,1,"MHC2",1,"2_NMMA",41.6666666666667,44.4444444444444
"227",8,72,2275,5,11,2275005011,"Tinh Tuyen Quang",5,"m2",0.01,5,"m2",0,1,"thiên ưu",1,"2_NMMA",100,0
"228",8,72,2275,5,12,2275005012,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Siêu lúa lai",1,"2_NMMA",27.7777777777778,27.7777777777778
"229",8,72,2275,5,14,2275005014,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",1,1,"Thiên ưu 8",1,"2_NMMA",27.7777777777778,27.7777777777778
"230",8,72,2275,5,15,2275005015,"Tinh Tuyen Quang",5,"m2",0.01,10,"m2",0,1,"Hà Phát",1,"2_NMMA",100,0
"231",8,73,2344,8,2,2344008002,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"BCL889",1,"2_NMMA",30,40
"232",8,73,2344,8,3,2344008003,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3.5,1,"HD11",1,"2_NMMA",40,35
"233",8,73,2344,8,4,2344008004,"Tinh Tuyen Quang",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,99,NA,NA,99,"Bcl889",1,"2_NMMA",40,NA
"234",8,73,2344,8,5,2344008005,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",6,99,NA,NA,1,"T125",1,"2_NMMA",60,NA
"235",8,73,2344,8,6,2344008006,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,99,NA,NA,1,"DT125",1,"2_NMMA",40,NA
"236",8,73,2344,8,7,2344008007,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,99,NA,NA,1,"DT12",1,"2_NMMA",30,NA
"237",8,73,2344,8,8,2344008008,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",2.5,99,"MHC2",1,"2_NMMA",30,25
"238",8,73,2344,8,11,2344008011,"Tinh Tuyen Quang",99,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0,0,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0,99,"không sản xuất vụ xuân",1,"2_NMMA",0,0
"239",8,73,2344,8,14,2344008014,"Tinh Tuyen Quang",1,"Sao Trung Bo (500m2)",2,5,"Sao Trung Bo (500m2)",2,1,"BC 15",1,"2_NMMA",40,40
"240",8,73,2344,8,15,2344008015,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,6,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,1,"BC 15",1,"2_NMMA",30,30
"241",8,73,2353,3,2,2353003002,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,99,NA,NA,99,"Tạp giao",1,"2_NMMA",40,NA
"242",8,73,2353,3,3,2353003003,"Tinh Tuyen Quang",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,1,"BC",1,"2_NMMA",40,40
"243",8,73,2353,3,4,2353003004,"Tinh Tuyen Quang",4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",4,99,NA,NA,99,"Tạp giao",1,"2_NMMA",40,NA
"244",8,73,2353,3,5,2353003005,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"Ht12",1,"2_NMMA",50,NA
"245",8,73,2353,3,7,2353003007,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,99,NA,NA,1,"HD6",1,"2_NMMA",30,NA
"246",8,73,2353,3,8,2353003008,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",2.5,99,"MH2",1,"2_NMMA",30,25
"247",8,73,2353,3,9,2353003009,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,5,"Sao Bac Bo (360m2)",2.5,99,"HD11",1,"2_NMMA",30,69.4444444444444
"248",8,73,2353,3,10,2353003010,"Tinh Tuyen Quang",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",2,99,"MHC2",1,"2_NMMA",30,20
"249",8,73,2353,3,13,2353003013,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,99,NA,NA,1,"bắc thịnh",1,"2_NMMA",30,NA
"250",8,73,2353,3,14,2353003014,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,99,NA,NA,1,"Bắc Thịnh",1,"2_NMMA",30,NA
"251",8,73,2353,3,15,2353003015,"Tinh Tuyen Quang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",3,1,"BC 15",1,"2_NMMA",30,30
"252",8,74,2383,6,1,2383006001,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,4,"Sao Bac Bo (360m2)",1,1,"thái bình BC15",1,"2_NMMA",27.7777777777778,27.7777777777778
"253",8,74,2383,6,2,2383006002,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,4,"Sao Bac Bo (360m2)",1,1,"Thái Bình",1,"2_NMMA",27.7777777777778,27.7777777777778
"254",8,74,2383,6,4,2383006004,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,15,"Sao Bac Bo (360m2)",0.8,1,"Thái Tuyên",1,"2_NMMA",27.7777777777778,22.2222222222222
"255",8,74,2383,6,7,2383006007,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"BC 15",1,"2_NMMA",27.7777777777778,27.7777777777778
"256",8,74,2383,6,8,2383006008,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,4,"Sao Bac Bo (360m2)",1,1,"Thái Bình PC15",1,"2_NMMA",27.7777777777778,27.7777777777778
"257",8,76,2542,11,1,2542011001,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",0.7,3,"Sao Bac Bo (360m2)",0.8,1,"thai xuyên",1,"2_NMMA",19.4444444444444,22.2222222222222
"258",8,76,2542,11,2,2542011002,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"tạp giao",1,"2_NMMA",27.7777777777778,27.7777777777778
"259",8,76,2542,11,3,2542011003,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",0.8,1,"Sao Bac Bo (360m2)",1,1,"thái xuyên",1,"2_NMMA",22.2222222222222,27.7777777777778
"260",8,76,2542,11,4,2542011004,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"tạp giao",1,"2_NMMA",27.7777777777778,27.7777777777778
"261",8,76,2542,11,5,2542011005,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Tạp dao",1,"2_NMMA",27.7777777777778,NA
"262",8,76,2542,11,6,2542011006,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Tạp dao",1,"2_NMMA",27.7777777777778,NA
"263",8,76,2542,11,9,2542011009,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,10,"Sao Bac Bo (360m2)",2,1,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"264",8,76,2542,11,10,2542011010,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,1,"Km18",1,"2_NMMA",41.6666666666667,41.6666666666667
"265",8,76,2542,11,11,2542011011,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"266",8,76,2548,9,1,2548009001,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Thái Bình",1,"2_NMMA",27.7777777777778,NA
"267",8,76,2548,9,3,2548009003,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"BC15",1,"2_NMMA",27.7777777777778,NA
"268",8,76,2548,9,5,2548009005,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"Q5",1,"2_NMMA",55.5555555555556,55.5555555555556
"269",8,76,2548,9,6,2548009006,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",1.5,99,NA,NA,1,"km18",1,"2_NMMA",41.6666666666667,NA
"270",8,76,2548,9,7,2548009007,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"052",1,"2_NMMA",55.5555555555556,55.5555555555556
"271",8,76,2548,9,9,2548009009,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Thiên Hương",1,"2_NMMA",27.7777777777778,NA
"272",8,76,2548,9,10,2548009010,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"ST12",1,"2_NMMA",27.7777777777778,NA
"273",8,76,2548,9,11,2548009011,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,23,NA,NA,1,"Thái bình",1,"2_NMMA",27.7777777777778,NA
"274",8,76,2548,9,12,2548009012,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,25,NA,NA,1,"thái xuyên",1,"2_NMMA",27.7777777777778,NA
"275",8,76,2548,9,13,2548009013,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1.2,2,"Sao Bac Bo (360m2)",1.2,1,"thiên hương",1,"2_NMMA",33.3333333333333,33.3333333333333
"276",8,76,2548,9,14,2548009014,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1.2,2,"Sao Bac Bo (360m2)",1.2,1,"thiên hương",1,"2_NMMA",33.3333333333333,33.3333333333333
"277",8,76,2554,1,2,2554001002,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"278",8,76,2554,1,3,2554001003,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"279",8,76,2554,1,4,2554001004,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"KM 18",1,"2_NMMA",27.7777777777778,27.7777777777778
"280",8,76,2554,1,5,2554001005,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"281",8,76,2554,1,6,2554001006,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"282",8,76,2554,1,7,2554001007,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"283",8,76,2554,1,8,2554001008,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"284",8,76,2554,1,9,2554001009,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,3,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"285",8,76,2554,1,10,2554001010,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"tạp giao",1,"2_NMMA",55.5555555555556,55.5555555555556
"286",8,76,2554,1,11,2554001011,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,3,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"287",8,76,2554,1,12,2554001012,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",1.5,1,"km18",1,"2_NMMA",55.5555555555556,41.6666666666667
"288",8,76,2554,1,13,2554001013,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,30,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"289",8,76,2554,1,14,2554001014,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",3,99,NA,NA,1,"lúa khang dân",1,"2_NMMA",83.3333333333333,NA
"290",8,76,2554,1,16,2554001016,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,25,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"291",8,76,2572,16,3,2572016003,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,8,"Sao Bac Bo (360m2)",1.5,1,"khang dân",1,"2_NMMA",27.7777777777778,41.6666666666667
"292",8,76,2572,16,4,2572016004,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"293",8,76,2572,16,5,2572016005,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,3,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"294",8,76,2572,16,6,2572016006,"Tinh Tuyen Quang",1,"Sao Bac Bo (360m2)",2,99,NA,NA,3,"km18",1,"2_NMMA",55.5555555555556,NA
"295",8,76,2572,16,7,2572016007,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"296",8,76,2572,16,8,2572016008,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1.2,1,"khang dân",1,"2_NMMA",27.7777777777778,33.3333333333333
"297",8,76,2572,16,9,2572016009,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"298",8,76,2572,16,10,2572016010,"Tinh Tuyen Quang",4,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"299",8,76,2572,16,12,2572016012,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,3,"km18",1,"2_NMMA",55.5555555555556,55.5555555555556
"300",8,76,2572,16,13,2572016013,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,21,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"301",8,76,2572,16,14,2572016014,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,19,"Sao Bac Bo (360m2)",1,1,"khang dân",1,"2_NMMA",27.7777777777778,27.7777777777778
"302",8,76,2572,16,15,2572016015,"Tinh Tuyen Quang",5,"Sao Bac Bo (360m2)",1,20,NA,NA,1,"khang dân",1,"2_NMMA",27.7777777777778,NA
"309",10,80,2677,18,8,2677018008,"Tinh Lao Cai",99,"Sao Bac Bo (360m2)",0,99,NA,NA,99,"0",1,"2_NMMA",0,NA
"310",10,80,2677,18,9,2677018009,"Tinh Lao Cai",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",2,1,"giống 838",1,"2_NMMA",27.7777777777778,55.5555555555556
"311",10,80,2677,18,10,2677018010,"Tinh Lao Cai",1,"Sao Bac Bo (360m2)",2,1,"Sao Bac Bo (360m2)",1,1,"giống 838",1,"2_NMMA",55.5555555555556,27.7777777777778
"312",10,80,2677,18,11,2677018011,"Tinh Lao Cai",1,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",2,1,"giống 838",1,"2_NMMA",27.7777777777778,55.5555555555556
"313",10,80,2677,18,12,2677018012,"Tinh Lao Cai",1,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",2,1,"giống 838",1,"2_NMMA",27.7777777777778,55.5555555555556
"314",10,80,2677,18,13,2677018013,"Tinh Lao Cai",1,"Sao Bac Bo (360m2)",0,0,"Don't know",0,99,"0",1,"2_NMMA",0,NA
