"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"9463","42","437","18130","005","008","18130005008",1,17,10,2,99,3
"9464","42","437","18130","005","008","18130005008",0,0,10,2,99,3
"9465","42","437","18130","005","002","18130005002",0,0,10,2,99,3
"9466","42","437","18130","005","010","18130005010",1,17,10,2,99,3
"9467","42","437","18130","005","010","18130005010",0,0,7,2,99,3
"9468","42","437","18130","005","005","18130005005",1,17,10,2,99,3
"9469","42","439","18199","007","016","18199007016",1,16,5,1,5,3
"9470","42","439","18199","007","004","18199007004",1,17,10,2,5,3
"9471","42","439","18199","007","004","18199007004",0,15,10,2,5,3
"9472","42","439","18199","007","016","18199007016",0,9,3,5,2,3
"9473","42","439","18199","007","005","18199007005",0,16,10,2,3,3
"9474","42","442","18364","008","009","18364008009",0,2,10,3,2,3
"9475","42","445","18640","005","010","18640005010",0,1,2,2,99,3
"9476","42","445","18640","005","009","18640005009",0,1,5,1,99,3
"9477","42","445","18640","005","004","18640005004",1,12,2,6,2,3
"9478","42","445","18640","005","005","18640005005",0,8,2,6,2,3
"9479","42","445","18640","005","012","18640005012",0,3,3,2,99,3
"9480","42","445","18640","005","004","18640005004",0,12,2,6,2,3
"9481","42","446","18673","005","005","18673005005",2,9,10,1,3,3
"9482","42","446","18673","005","005","18673005005",1,5,10,1,5,3
"9483","42","446","18673","005","005","18673005005",0,1,5,1,2,3
"9484","42","446","18682","004","018","18682004018",1,2,1,2,99,3
"9485","42","446","18682","004","018","18682004018",0,0,5,2,3,3
"9486","42","446","18682","004","018","18682004018",2,4,3,2,99,3
"9487","44","450","18859","029","003","18859029003",0,0,7,2,99,3
"9488","44","450","18859","029","003","18859029003",2,17,15,2,99,3
"9489","44","450","18859","029","012","18859029012",1,12,4,2,99,3
"9490","44","450","18859","029","003","18859029003",1,12,4,3,99,3
"9491","44","450","18859","029","012","18859029012",0,0,7,2,99,3
"9492","44","450","18859","029","012","18859029012",2,17,12,2,99,3
"9493","44","454","19012","011","015","19012011015",0,5,3,2,99,3
"9494","44","454","19012","011","015","19012011015",1,12,2,2,99,3
"9495","44","454","19033","008","013","19033008013",1,10,2,1,99,3
"9496","44","454","19033","008","012","19033008012",0,4,3,1,99,3
"9497","44","454","19033","008","012","19033008012",1,12,2,1,99,3
"9498","44","454","19033","008","011","19033008011",1,13,2,1,99,3
"9499","44","454","19033","008","009","19033008009",1,11,2,1,99,3
"9500","44","454","19033","008","009","19033008009",0,6,3,1,99,3
"9501","44","454","19033","008","013","19033008013",0,6,3,1,99,3
"9502","44","454","19033","008","011","19033008011",0,7,3,1,99,3
"9503","44","454","19057","005","013","19057005013",0,4,2,1,99,3
"9504","44","454","19057","005","012","19057005012",1,10,3,1,99,3
"9505","44","454","19057","005","015","19057005015",0,6,2,1,2,3
"9506","44","454","19057","005","012","19057005012",0,5,2,1,99,3
"9507","44","457","19258","010","013","19258010013",1,15,25,3,20,3
"9508","44","457","19258","010","012","19258010012",1,16,20,3,20,3
"9509","44","457","19258","010","013","19258010013",0,1,8,3,30,3
"9510","44","457","19258","010","010","19258010010",0,1,8,3,35,3
"9511","44","457","19258","010","010","19258010010",1,17,30,3,20,3
"9512","44","457","19258","010","008","19258010008",1,18,10,2,6,3
"9513","44","457","19258","010","007","19258010007",0,0,5,2,3,3
"9514","44","457","19258","010","011","19258010011",1,15,30,3,20,3
"9515","44","457","19258","010","004","19258010004",1,18,10,2,6,3
"9516","44","457","19258","010","014","19258010014",0,1,8,3,30,3
"9517","44","457","19258","010","012","19258010012",0,1,7,3,45,3
"9518","44","457","19258","010","004","19258010004",0,0,3,2,5,3
"9519","44","457","19258","010","008","19258010008",0,0,8,2,3,3
"9520","44","457","19258","010","011","19258010011",0,1,10,3,40,3
"9521","44","457","19258","010","003","19258010003",0,0,10,2,2,3
"9522","44","457","19258","010","003","19258010003",1,17,10,2,5,3
"9523","44","457","19258","010","005","19258010005",0,0,5,2,3,3
"9524","44","457","19258","010","007","19258010007",1,18,10,2,6,3
"9525","44","457","19258","010","014","19258010014",1,14,20,3,20,3
"9526","44","457","19258","010","005","19258010005",1,18,10,2,6,3
"9527","44","457","19267","014","001","19267014001",1,18,10,2,5,3
"9528","44","457","19267","014","001","19267014001",0,0,5,2,3,3
"9529","44","457","19267","014","007","19267014007",1,18,10,2,5,3
"9530","44","457","19267","014","007","19267014007",0,0,5,2,2,3
"9531","44","457","19267","014","005","19267014005",0,0,5,2,3,3
"9532","44","457","19267","014","003","19267014003",1,18,10,2,6,3
"9533","44","457","19267","014","011","19267014011",1,18,25,3,20,3
"9534","44","457","19267","014","009","19267014009",0,1,7,3,40,3
"9535","44","457","19267","014","014","19267014014",1,17,30,3,20,3
"9536","44","457","19267","014","014","19267014014",0,1,9,3,40,3
"9537","44","457","19267","014","008","19267014008",0,1,7,3,30,3
"9538","44","457","19267","014","009","19267014009",1,17,20,3,20,3
"9539","44","457","19267","014","005","19267014005",1,18,10,2,5,3
"9540","44","457","19267","014","011","19267014011",0,1,7,1,35,3
"9541","44","457","19267","014","004","19267014004",0,0,5,2,3,3
"9542","44","457","19267","014","003","19267014003",0,0,5,2,3,3
"9543","44","457","19267","014","004","19267014004",1,18,10,2,5,3
"9544","44","457","19267","014","008","19267014008",1,17,15,3,20,3
"9545","44","457","19285","018","009","19285018009",0,2,8,3,30,3
"9546","44","457","19285","018","008","19285018008",1,18,12,2,5,3
"9547","44","457","19285","018","009","19285018009",1,17,20,3,20,3
"9548","44","457","19285","018","007","19285018007",0,0,5,2,2,3
"9549","44","457","19285","018","005","19285018005",0,0,5,2,2,3
"9550","44","457","19285","018","008","19285018008",0,0,6,2,2,3
"9551","44","457","19285","018","015","19285018015",1,17,20,3,20,3
"9552","44","457","19285","018","005","19285018005",1,18,10,2,6,3
"9553","44","457","19285","018","015","19285018015",0,1,7,3,30,3
"9554","44","457","19285","018","007","19285018007",1,18,12,2,5,3
"9555","45","461","19339","003","006","19339003006",0,4,10,3,4,3
"9556","45","461","19339","003","003","19339003003",1,16,10,3,5,3
"9557","45","461","19339","003","002","19339003002",0,4,8,3,3,3
"9558","45","461","19339","003","007","19339003007",1,16,8,3,4,3
"9559","45","461","19339","003","004","19339003004",0,4,9,3,3,3
"9560","45","461","19339","003","004","19339003004",1,16,7,3,3,3
"9561","45","461","19339","003","007","19339003007",0,4,8,3,4,3
"9562","45","461","19339","003","003","19339003003",0,4,10,3,5,3
"9563","45","461","19339","003","006","19339003006",1,8,10,3,4,3
"9564","45","461","19339","003","002","19339003002",1,16,8,3,3,3
"9565","45","464","19378","001","015","19378001015",0,17,7,2,3,3
"9566","45","464","19378","001","014","19378001014",0,18,7,2,5,3
"9567","45","464","19378","001","013","19378001013",0,18,7,2,5,3
"9568","45","464","19378","001","012","19378001012",0,17,7,2,5,3
"9569","45","464","19402","012","012","19402012012",0,17,7,2,3,3
"9570","45","464","19402","012","007","19402012007",1,18,5,1,0,3
"9571","45","464","19402","012","006","19402012006",0,17,7,2,5,3
"9572","45","466","19495","002","007","19495002007",3,6,10,3,0,3
"9573","45","466","19495","002","007","19495002007",2,4,10,3,0,3
"9574","45","466","19495","002","007","19495002007",1,3,10,3,0,3
"9575","45","466","19495","002","007","19495002007",0,2,10,3,0,3
"9576","45","466","19495","002","001","19495002001",0,1,7,3,0,3
"9577","45","466","19495","002","001","19495002001",1,7,4,3,2,3
"9578","45","466","19495","002","001","19495002001",2,17,1,3,1,3
"9579","45","466","19519","004","010","19519004010",0,2,5,6,0,3
"9580","45","466","19519","004","006","19519004006",1,3,6,6,1,3
"9581","45","466","19519","004","010","19519004010",1,7,7,6,0,3
"9582","45","466","19519","004","003","19519004003",0,1,5,6,1,3
"9583","45","466","19519","004","006","19519004006",2,4,5,6,1,3
"9584","45","466","19519","004","010","19519004010",2,17,10,6,0,3
"9585","45","466","19519","004","003","19519004003",1,3,6,6,1,3
"9586","45","466","19519","004","006","19519004006",0,1,5,6,1,3
"9587","45","466","19519","004","003","19519004003",2,4,5,6,1,3
"9588","45","469","19657","004","003","19657004003",2,17,7,1,2,3
"9589","45","469","19657","004","001","19657004001",1,3,3,1,5,3
"9590","45","469","19657","004","007","19657004007",1,18,2,1,5,3
"9591","45","469","19657","004","011","19657004011",0,0,7,3,0,3
"9592","45","469","19657","004","008","19657004008",0,0,2,1,7,3
"9593","45","469","19657","004","013","19657004013",0,1,5,2,15,3
"9594","45","469","19657","004","006","19657004006",1,18,2,1,5,3
"9595","45","469","19657","004","001","19657004001",2,17,7,1,2,3
"9596","45","469","19657","004","015","19657004015",1,16,7,2,10,3
"9597","45","469","19657","004","003","19657004003",0,0,4,1,5,3
"9598","45","469","19657","004","008","19657004008",1,18,2,1,5,3
"9599","45","469","19657","004","015","19657004015",0,1,5,2,15,3
"9600","45","469","19657","004","014","19657004014",0,1,5,2,15,3
"9601","45","469","19657","004","004","19657004004",0,0,5,1,5,3
"9602","45","469","19657","004","002","19657004002",0,0,5,1,7,3
"9603","45","469","19657","004","012","19657004012",1,16,7,2,15,3
"9604","45","469","19657","004","012","19657004012",0,0,5,2,15,3
"9605","45","469","19657","004","007","19657004007",0,0,2,1,7,3
"9606","45","469","19657","004","014","19657004014",1,9,7,2,10,3
"9607","45","469","19657","004","001","19657004001",0,0,5,1,7,3
"9608","45","469","19657","004","015","19657004015",2,18,5,2,2,3
"9609","45","469","19657","004","009","19657004009",1,18,7,3,1,3
"9610","45","469","19657","004","011","19657004011",1,18,9,3,1,3
"9611","45","469","19657","004","014","19657004014",2,17,7,2,1,3
"9612","45","469","19657","004","002","19657004002",1,3,2,1,5,3
"9613","45","469","19657","004","002","19657004002",2,17,7,1,2,3
"9614","45","469","19657","004","003","19657004003",1,3,5,1,4,3
"9615","45","469","19657","004","004","19657004004",1,3,5,1,8,3
"9616","45","469","19657","004","012","19657004012",2,18,5,2,2,3
"9617","45","469","19657","004","006","19657004006",0,0,2,1,7,3
"9618","45","469","19657","004","013","19657004013",1,18,7,2,1,3
"9619","45","469","19657","004","004","19657004004",2,18,7,1,2,3
"9620","45","469","19657","004","009","19657004009",0,0,9,3,0,3
"9621","45","469","19678","009","014","19678009014",1,18,9,3,1,3
"9622","45","469","19678","009","014","19678009014",0,1,7,3,0,3
"9623","45","469","19678","009","017","19678009017",0,1,7,1,7,3
"9624","45","469","19678","009","010","19678009010",2,17,7,1,2,3
"9625","45","469","19678","009","003","19678009003",0,17,7,2,15,3
"9626","45","469","19678","009","010","19678009010",1,9,7,1,5,3
"9627","45","469","19678","009","001","19678009001",0,1,7,2,3,3
"9628","45","469","19678","009","003","19678009003",2,17,5,2,2,3
"9629","45","469","19678","009","003","19678009003",1,15,7,2,15,3
"9630","45","469","19678","009","015","19678009015",1,17,7,3,1,3
"9631","45","469","19678","009","010","19678009010",0,0,4,1,7,3
"9632","45","469","19678","009","004","19678009004",0,1,7,2,3,3
"9633","45","469","19678","009","015","19678009015",0,0,9,3,0,3
"9634","45","469","19678","009","004","19678009004",1,18,9,2,1,3
"9635","45","469","19678","009","013","19678009013",0,0,9,3,0,3
"9636","45","469","19678","009","001","19678009001",1,18,9,2,1,3
"9637","45","469","19678","009","007","19678009007",1,17,3,1,5,3
"9638","45","469","19678","009","017","19678009017",2,17,7,1,2,3
"9639","45","469","19678","009","007","19678009007",0,0,3,1,7,3
"9640","45","469","19678","009","013","19678009013",1,17,7,3,1,3
"9641","45","469","19678","009","017","19678009017",1,9,4,1,5,3
"9642","46","476","19861","005","012","19861005012",1,18,5,2,4,3
"9643","46","476","19861","005","009","19861005009",0,1,3,1,15,3
"9644","46","476","19861","005","003","19861005003",0,1,2,2,5,3
"9645","46","476","19861","005","008","19861005008",0,0,2,1,15,3
"9646","46","476","19861","005","004","19861005004",0,1,3,1,2,3
"9647","46","476","19861","005","013","19861005013",1,18,6,1,5,3
"9648","46","476","19861","005","004","19861005004",1,7,2,2,3,3
"9649","46","476","19861","005","001","19861005001",1,16,7,2,5,3
"9650","46","476","19861","005","010","19861005010",0,1,3,2,13,3
"9651","46","476","19861","005","014","19861005014",0,1,4,2,12,3
"9652","46","476","19861","005","003","19861005003",1,18,3,2,2,3
"9653","46","476","19861","005","006","19861005006",0,1,2,1,15,3
"9654","46","476","19861","005","004","19861005004",2,13,4,2,2,3
"9655","46","476","19861","005","014","19861005014",1,18,7,2,5,3
"9656","46","476","19861","005","013","19861005013",0,1,3,1,11,3
"9657","46","476","19861","005","001","19861005001",0,0,4,2,10,3
"9658","46","476","19861","005","012","19861005012",0,1,3,2,12,3
"9659","46","476","19861","005","010","19861005010",1,18,5,2,4,3
"9660","46","477","19897","008","001","19897008001",0,1,3,2,10,3
"9661","46","477","19897","008","014","19897008014",1,17,12,1,0,3
"9662","46","477","19897","008","006","19897008006",1,16,10,2,1,3
"9663","46","477","19897","008","013","19897008013",0,1,3,1,10,3
"9664","46","477","19897","008","002","19897008002",0,1,3,2,8,3
"9665","46","477","19897","008","009","19897008009",1,16,10,2,0,3
"9666","46","477","19897","008","004","19897008004",0,1,3,2,9,3
"9667","46","477","19897","008","009","19897008009",0,1,3,2,5,3
"9668","46","477","19897","008","006","19897008006",0,1,3,2,5,3
"9669","46","477","19897","008","013","19897008013",1,17,12,1,0,3
"9670","46","477","19897","008","012","19897008012",1,17,12,1,0,3
"9671","46","477","19897","008","012","19897008012",2,1,3,1,10,3
"9672","46","477","19897","008","014","19897008014",0,1,3,1,10,3
"9673","46","477","19897","008","001","19897008001",1,16,12,2,0,3
"9674","46","477","19897","008","004","19897008004",1,16,12,2,0,3
"9675","46","477","19897","008","003","19897008003",0,1,3,2,8,3
"9676","46","477","19897","008","002","19897008002",1,16,12,2,0,3
"9677","46","477","19897","008","003","19897008003",1,16,12,2,0,3
"9678","46","478","19942","015","007","19942015007",1,14,7,1,9,3
"9679","46","478","19942","015","007","19942015007",0,1,3,1,5,3
"9680","46","478","19942","015","004","19942015004",0,0,3,1,4,3
"9681","46","478","19942","015","012","19942015012",1,9,5,3,3,3
"9682","46","478","19942","015","012","19942015012",0,3,2,3,13,3
"9683","46","478","19942","015","008","19942015008",0,1,4,1,3,3
"9684","46","478","19942","015","004","19942015004",1,18,4,1,1,3
"9685","46","478","19942","015","008","19942015008",1,13,8,1,8,3
"9686","46","478","19954","005","011","19954005011",1,9,5,3,4,3
"9687","46","478","19954","005","005","19954005005",1,17,3,1,1,3
"9688","46","478","19954","005","010","19954005010",0,9,5,3,5,3
"9689","46","478","19954","005","004","19954005004",0,0,4,1,2,3
"9690","46","478","19954","005","003","19954005003",1,17,4,1,1,3
"9691","46","478","19954","005","004","19954005004",1,16,3,1,1,3
"9692","46","478","19954","005","012","19954005012",1,14,5,1,8,3
"9693","46","478","19954","005","008","19954005008",0,1,4,1,5,3
"9694","46","478","19954","005","012","19954005012",0,1,3,1,5,3
"9695","46","478","19954","005","011","19954005011",0,1,2,3,13,3
"9696","46","478","19954","005","008","19954005008",1,15,8,1,8,3
"9697","46","478","19954","005","003","19954005003",0,0,3,1,3,3
"9698","46","478","19954","005","005","19954005005",0,0,4,1,3,3
"9699","46","478","19954","008","011","19954008011",0,1,3,1,7,3
"9700","46","478","19954","008","007","19954008007",0,0,4,1,4,3
"9701","46","478","19954","008","012","19954008012",1,14,5,1,10,3
"9702","46","478","19954","008","012","19954008012",0,1,3,1,4,3
"9703","46","478","19954","008","013","19954008013",0,1,4,1,4,3
"9704","46","478","19954","008","013","19954008013",1,15,7,1,9,3
"9705","46","478","19954","008","007","19954008007",1,18,3,1,1,3
"9706","46","478","19954","008","011","19954008011",1,17,5,1,15,3
"9707","46","480","20011","009","008","20011009008",1,18,12,1,15,3
"9708","46","480","20011","009","009","20011009009",0,0,3,3,20,3
"9709","46","480","20011","009","002","20011009002",1,18,10,1,10,3
"9710","46","480","20011","009","015","20011009015",0,0,4,3,20,3
"9711","46","480","20011","009","002","20011009002",0,0,3,1,10,3
"9712","46","480","20011","009","013","20011009013",0,0,3,2,10,3
"9713","46","480","20011","009","003","20011009003",1,0,10,3,14,3
"9714","46","480","20011","009","004","20011009004",1,18,9,1,10,3
"9715","46","480","20011","009","001","20011009001",0,0,3,3,12,3
"9716","46","480","20011","009","003","20011009003",0,0,4,3,16,3
"9717","46","480","20011","009","007","20011009007",1,18,12,3,10,3
"9718","46","480","20011","009","009","20011009009",1,18,10,1,20,3
"9719","46","480","20011","009","006","20011009006",1,18,9,3,15,3
