"","IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","DANTOCCHUHO","THUNHAP","TONGCHITIEU","ethnic","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_1","land_area_2","land_area_5","land_area_7","land_area_4","land_area_3","land_area_6","land_area_sum","land_ha","poor_commune","dummy_main_str","dist_main_str","type_main_str","disease_1","disease_2","disease_3","road","road_cement_asphalt","road_dirt_earth","road_gravel","road_tar_on_gravel","dummy_local_market_daily","dummy_local_market_periodic","dummy_local_market_wholesale","dist_market_daily","dist_market_periodic","dist_market_wholesale","dummy_irrigation","dist_irrigation","dummy_protection_staff","irrigation_info_1","irrigation_info_2","irrigation_info_3","farmer_participation_pct","ag_challenge_1","ag_challenge_2","ag_challenge_3","panel"
"85","00709001012","012","02","030","00709","001",25,41328,NA,1,1,51,NA,12,4,1,0,0,3000,NA,NA,NA,NA,30000,300,33300,3.33,1,1,NA,2,17,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,5,-1,-1,0,12,1,NA,NA,NA,NA,5,10,NA,"2022 (n = 13885)"
"86","00709001013","013","02","030","00709","001",2,80892,39507,1,1,58,3,12,3,1,0,0,1800,NA,300,NA,NA,15000,NA,17100,1.71,1,1,NA,2,17,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,5,-1,-1,0,12,1,NA,NA,NA,NA,5,10,NA,"2022 (n = 13885)"
"87","00709001014","014","02","030","00709","001",2,228741,72863.5,1,1,38,12,12,6,1,0,1,3000,NA,300,NA,NA,20000,NA,23300,2.33,1,1,NA,2,17,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,5,-1,-1,0,12,1,NA,NA,NA,NA,5,10,NA,"2022 (n = 13885)"
"88","00709001015","015","02","030","00709","001",25,167832,70386.5,1,1,47,9,12,6,1,0,1,4000,NA,300,NA,NA,13000,NA,17300,1.73,1,1,NA,2,17,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,5,-1,-1,0,12,1,NA,NA,NA,NA,5,10,NA,"2022 (n = 13885)"
"89","00712003002","002","02","026","00712","003",4,49729,NA,1,1,35,9,9,4,1,0,1,2180,NA,80,NA,NA,NA,NA,2260,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"90","00712003003","003","02","026","00712","003",4,132132,NA,1,1,50,3,9,7,1,0,1,9780,NA,440,NA,NA,2300,NA,12520,1.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"91","00712003004","004","02","026","00712","003",8,27000,NA,1,1,65,NA,9,3,1,0,0,4730,NA,420,NA,NA,2050,NA,7200,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"92","00712003005","005","02","026","00712","003",4,98856,NA,1,1,60,NA,9,6,1,0,1,3040,NA,400,NA,NA,NA,NA,3440,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"93","00712003012","012","02","026","00712","003",4,79872,NA,1,1,41,12,9,4,1,0,1,2670,NA,300,NA,NA,NA,NA,2970,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"94","00712003013","013","02","026","00712","003",4,116592,61080,1,1,64,NA,9,7,1,0,1,3640,NA,420,NA,NA,NA,NA,4060,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"95","00724002006","006","02","026","00724","002",8,84600,0,1,1,46,2,2,6,1,0,0,8550,NA,440,NA,NA,2300,NA,11290,1.129,1,1,NA,2,5,8,9,"tar_on_gravel",0,0,0,1,0,0,0,4,12,12,0,19,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"96","00724002012","012","02","026","00724","002",8,133716,0,1,1,57,NA,2,11,1,0,0,9200,NA,440,NA,NA,2300,NA,11940,1.194,1,1,NA,2,5,8,9,"tar_on_gravel",0,0,0,1,0,0,0,4,12,12,0,19,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"97","00724002015","015","02","026","00724","002",8,68520,53890,1,1,71,4,2,5,1,0,0,3350,NA,420,NA,NA,2200,NA,5970,0.597,1,1,NA,2,5,8,9,"tar_on_gravel",0,0,0,1,0,0,0,4,12,12,0,19,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"98","00820021005","005","02","028","00820","021",2,99120,0,1,1,56,6,1,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"99","00820021009","009","02","028","00820","021",2,359232,0,1,1,77,0,1,8,1,0,0,2000,NA,NA,NA,NA,NA,NA,2000,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"100","00844012003","003","02","028","00844","012",8,89904,NA,1,1,26,9,6,4,1,0,1,2349,NA,NA,NA,NA,3000,NA,5349,0.5349,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"101","00844012005","005","02","028","00844","012",8,90899,0,1,1,38,12,6,5,1,0,1,2288,NA,260,NA,NA,9100,NA,11648,1.1648,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"102","00844012006","006","02","028","00844","012",8,47856,NA,1,1,24,12,6,4,1,0,1,1563,NA,300,NA,NA,8500,NA,10363,1.0363,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"103","00844012007","007","02","028","00844","012",8,56782,NA,1,1,32,9,6,7,1,0,1,739,NA,NA,NA,NA,9000,NA,9739,0.9739,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"104","00844012008","008","02","028","00844","012",8,98281,0,1,1,36,1,6,6,1,0,0,2711,NA,320,NA,NA,8400,NA,11431,1.1431,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"105","00844012009","009","02","028","00844","012",8,49920,0,1,1,32,0,6,5,1,0,1,1887,NA,NA,NA,NA,2700,NA,4587,0.4587,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"106","00844012010","010","02","028","00844","012",8,82922,0,1,1,42,4,6,5,1,0,0,3885,NA,NA,NA,NA,9000,NA,12885,1.2885,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"107","00844012011","011","02","028","00844","012",8,55727,NA,1,1,66,0,6,9,1,0,0,4336,NA,NA,NA,NA,9300,NA,13636,1.3636,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"108","00844012012","012","02","028","00844","012",8,140399,0,1,1,62,0,6,10,1,0,0,16400,NA,NA,NA,NA,9300,NA,25700,2.57,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"109","00844012013","013","02","028","00844","012",8,102718,39588.5,1,1,43,0,6,10,1,0,0,7047,NA,200,NA,NA,9000,NA,16247,1.6247,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"110","00844012015","015","02","028","00844","012",8,92305,37777,1,1,45,0,6,6,1,0,1,3685,NA,200,NA,NA,9000,NA,12885,1.2885,1,1,NA,2,1,5,8,"tar_on_gravel",0,0,0,1,0,0,0,10,10,10,0,10,0,NA,NA,NA,NA,2,3,NA,"2022 (n = 13885)"
"111","00847007001","001","02","028","00847","007",8,294839,0,1,1,73,9,10,10,1,0,1,10190,NA,NA,NA,NA,6400,NA,16590,1.659,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,5,1,0,15,1,NA,NA,NA,NA,1,7,8,"2022 (n = 13885)"
"112","00847007006","006","02","028","00847","007",47,102839,0,1,1,58,NA,10,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,5,1,0,15,1,NA,NA,NA,NA,1,7,8,"2022 (n = 13885)"
"113","00847007009","009","02","028","00847","007",8,82368,NA,1,1,43,2,10,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,5,1,0,15,1,NA,NA,NA,NA,1,7,8,"2022 (n = 13885)"
"114","00847007010","010","02","028","00847","007",8,47630,NA,1,1,69,NA,10,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,5,1,0,15,1,NA,NA,NA,NA,1,7,8,"2022 (n = 13885)"
"115","00859018001","001","02","028","00859","018",8,76920,0,1,1,37,9,9,5,1,0,1,5578,NA,20,NA,NA,6500,NA,12098,1.2098,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"116","00859018002","002","02","028","00859","018",8,69118,NA,1,1,39,5,9,5,1,0,1,3675,NA,NA,NA,NA,5800,NA,9475,0.9475,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"117","00859018003","003","02","028","00859","018",9,34608,0,1,1,48,NA,9,4,1,0,0,5649,NA,NA,NA,NA,9300,NA,14949,1.4949,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"118","00859018004","004","02","028","00859","018",8,72791,NA,1,1,30,9,9,6,1,0,0,5102,NA,20,NA,NA,9300,NA,14422,1.4422,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"119","00859018006","006","02","028","00859","018",8,58752,0,1,1,61,NA,9,4,1,0,0,5720,NA,NA,NA,NA,9000,NA,14720,1.472,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"120","00859018007","007","02","028","00859","018",8,58078,0,1,1,53,NA,9,10,1,0,0,7977,NA,25,NA,NA,9000,NA,17002,1.7002,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"121","00859018008","008","02","028","00859","018",8,65341,NA,1,1,43,NA,9,5,1,0,0,7532,NA,NA,NA,NA,9300,NA,16832,1.6832,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"122","00859018009","009","02","028","00859","018",8,86975,0,1,1,44,NA,9,6,1,0,0,5649,NA,NA,NA,NA,9300,NA,14949,1.4949,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"123","00859018011","011","02","028","00859","018",8,48239,0,1,1,27,3,9,6,1,0,0,6388,NA,NA,NA,NA,9000,NA,15388,1.5388,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"124","00859018012","012","02","028","00859","018",8,103778,NA,1,1,64,NA,9,8,1,0,0,8375,NA,20,NA,NA,7500,NA,15895,1.5895,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"125","00859018013","013","02","028","00859","018",8,118799,48940.5,1,1,33,2,9,10,1,0,0,6365,NA,25,NA,NA,9500,NA,15890,1.589,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"126","00859018014","014","02","028","00859","018",8,70058,41755,1,1,33,NA,9,7,1,0,0,4475,NA,NA,NA,NA,8000,NA,12475,1.2475,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"127","00859018015","015","02","028","00859","018",8,49775,48597,1,1,51,NA,9,4,0,1,0,5760,NA,NA,NA,NA,9300,NA,15060,1.506,1,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,1,0,1,NA,1,0,0,0,NA,NA,NA,NA,7,8,NA,"2022 (n = 13885)"
"128","00898003002","002","02","029","00898","003",2,106679,0,1,1,50,6,10,5,1,0,0,5800,300,1000,NA,NA,13300,NA,20400,2.04,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"129","00898003003","003","02","029","00898","003",2,102312,112632.5,1,1,48,4,10,3,1,0,1,6300,110,450,NA,NA,13300,NA,20160,2.016,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"130","00898003004","004","02","029","00898","003",2,185872,0,1,1,50,4,10,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"131","00898003005","005","02","029","00898","003",2,72144,NA,1,1,55,7,10,4,1,0,1,6000,120,600,NA,NA,13300,NA,20020,2.002,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"132","00898003006","006","02","029","00898","003",2,38952,0,1,1,58,5,10,2,0,1,1,3900,240,420,NA,NA,13300,NA,17860,1.786,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"133","00898003007","007","02","029","00898","003",2,219541,NA,1,1,75,NA,10,5,0,1,0,6500,400,600,NA,NA,13300,NA,20800,2.08,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"134","00898003008","008","02","029","00898","003",7,129889,0,1,1,47,12,10,2,1,0,1,4000,150,400,NA,50,13300,NA,17900,1.79,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"135","00898003009","009","02","029","00898","003",2,126287,0,1,1,46,6,10,6,1,0,0,5000,NA,300,NA,NA,13300,NA,18600,1.86,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"136","00898003010","010","02","029","00898","003",2,99780,NA,1,1,47,5,10,5,1,0,1,6200,NA,550,NA,NA,13300,NA,20050,2.005,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"137","00898003011","011","02","029","00898","003",2,56832,0,1,1,59,2,10,4,1,0,0,4500,110,400,NA,40,13000,NA,18050,1.805,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"138","00898003012","012","02","029","00898","003",2,235203,96753.5,1,1,60,6,10,5,0,1,1,5000,300,600,NA,60,13300,NA,19260,1.926,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"139","00898003013","013","02","029","00898","003",4,68041,NA,1,1,48,5,10,6,1,0,1,300,100,150,NA,NA,400,NA,950,0.095,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"140","00898003015","015","02","029","00898","003",2,39744,68155.5,1,1,51,7,10,4,1,0,1,6200,100,580,NA,NA,13300,NA,20180,2.018,1,1,NA,1,5,8,9,"cement_asphalt",1,0,0,0,0,0,0,3,3,50,1,NA,0,1,2,4,50,1,2,6,"2022 (n = 13885)"
"141","00925009001","001","02","030","00925","009",9,101616,NA,1,1,40,NA,3,4,1,0,1,2800,NA,300,NA,NA,4000,NA,7100,0.71,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"142","00925009002","002","02","030","00925","009",9,83665,NA,1,1,55,NA,3,6,1,0,0,3000,NA,400,NA,NA,8000,NA,11400,1.14,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"143","00925009003","003","02","030","00925","009",9,31848,NA,1,1,37,NA,3,1,1,0,1,1700,NA,300,NA,NA,NA,NA,2000,0.2,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"144","00925009004","004","02","030","00925","009",9,396868,0,1,1,45,4,3,8,1,0,1,4000,NA,300,NA,700,18000,NA,23000,2.3,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"145","00925009005","005","02","030","00925","009",2,20123,NA,1,1,30,7,3,3,1,0,1,2100,NA,300,NA,NA,NA,NA,2400,0.24,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"146","00925009006","006","02","030","00925","009",2,78238,NA,1,1,57,4,3,5,0,1,0,2500,NA,400,NA,NA,1000,NA,3900,0.39,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"147","00925009007","007","02","030","00925","009",2,65207,0,1,1,45,2,3,2,1,0,0,3600,NA,400,NA,NA,1200,NA,5200,0.52,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"148","00925009008","008","02","030","00925","009",2,111649,NA,1,1,26,9,3,4,0,1,1,1000,NA,300,NA,NA,NA,NA,1300,0.13,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"149","00925009009","009","02","030","00925","009",2,163101,0,1,1,55,9,3,8,1,0,0,4000,NA,400,NA,NA,10000,NA,14400,1.44,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"150","00925009010","010","02","030","00925","009",2,124468,0,1,1,38,8,3,4,1,0,1,1000,NA,300,NA,NA,NA,NA,1300,0.13,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"151","00925009011","011","02","030","00925","009",2,176401,NA,1,1,53,4,3,3,0,1,0,3000,NA,400,NA,NA,NA,NA,3400,0.34,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"152","00925009012","012","02","030","00925","009",2,94368,NA,1,1,39,9,3,4,1,0,1,3000,NA,400,NA,NA,NA,NA,3400,0.34,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"153","00925009013","013","02","030","00925","009",2,105120,45337.5,1,1,46,5,3,5,1,0,1,1000,NA,300,NA,NA,NA,NA,1300,0.13,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"154","00925009014","014","02","030","00925","009",2,102121,60774,1,1,36,9,3,5,1,0,1,1000,NA,300,NA,NA,NA,NA,1300,0.13,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"155","00925009015","015","02","030","00925","009",2,164162,60699,1,1,58,9,3,6,1,0,1,4000,NA,400,NA,NA,10000,NA,14400,1.44,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,15,1,NA,NA,NA,NA,2,NA,NA,"2022 (n = 13885)"
"156","00979012001","001","02","030","00979","012",7,45300,NA,1,1,32,7,12,5,1,0,1,3120,NA,240,NA,NA,10000,NA,13360,1.336,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"157","00979012002","002","02","030","00979","012",7,37920,NA,1,1,35,9,12,4,1,0,1,1500,NA,250,NA,NA,10000,NA,11750,1.175,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"158","00979012003","003","02","030","00979","012",7,42841,46170.5,1,1,61,0,12,2,0,1,0,2850,NA,800,NA,120,30000,NA,33770,3.377,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"159","00979012004","004","02","030","00979","012",7,57791,NA,1,1,58,NA,12,7,1,0,0,2700,NA,300,NA,NA,10000,NA,13000,1.3,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"160","00979012005","005","02","030","00979","012",7,53459,NA,1,1,49,6,12,3,1,0,1,2300,NA,50,NA,60,40000,NA,42410,4.241,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"161","00979012006","006","02","030","00979","012",7,36430,NA,1,1,44,0,12,4,1,0,0,5000,NA,20,NA,NA,15000,NA,20020,2.002,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"162","00979012007","007","02","030","00979","012",7,147380,0,1,1,55,3,12,6,1,0,0,6500,NA,20,NA,NA,20000,NA,26520,2.652,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"163","00979012008","008","02","030","00979","012",1,137700,75263,0,1,61,NA,12,5,0,1,0,1080,NA,400,NA,NA,30000,NA,31480,3.148,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"164","00979012009","009","02","030","00979","012",7,222484,0,1,1,36,4,12,5,1,0,1,6000,NA,NA,NA,NA,NA,NA,6000,0.6,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"165","00979012010","010","02","030","00979","012",2,36241,NA,1,1,51,5,12,1,1,0,1,7800,3000,NA,NA,NA,NA,NA,10800,1.08,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"166","00979012011","011","02","030","00979","012",7,141504,NA,1,1,65,9,12,4,1,0,0,4000,NA,1000,NA,NA,67000,NA,72000,7.2,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"167","00979012012","012","02","030","00979","012",7,95809,NA,1,1,62,5,12,4,1,0,0,5700,20000,700,NA,NA,42000,NA,68400,6.84,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"168","00979012013","013","02","030","00979","012",7,27503,31774.5,1,1,37,0,12,4,1,0,0,2200,NA,80,NA,60,18000,NA,20340,2.034,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"169","00979012015","015","02","030","00979","012",7,35581,NA,1,1,35,9,12,5,1,0,0,2700,5000,300,NA,NA,20000,NA,28000,2.8,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
"170","00979012018","018","02","030","00979","012",7,62879,NA,1,1,55,3,12,5,1,0,0,2500,NA,280,NA,NA,20000,NA,22780,2.278,0,1,NA,2,5,NA,NA,"tar_on_gravel",0,0,0,1,0,0,0,4,4,10,0,18,1,NA,NA,NA,NA,4,5,NA,"2022 (n = 13885)"
