"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA"
"131","04","051","01699","004","004","01699004004",5,99,20,NA,NA,NA,3,"Đoàn kết",2,2,NA,2,5,"Nước mưa",2,NA,4,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"132","04","051","01699","004","005","01699004005",1,1,6,2,1,6,1,"Đoàn kết",1,1,NA,2,5,"Nước mưa",2,NA,3,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"133","04","051","01699","004","006","01699004006",99,1,20,20,NA,NA,1,"Đoàn kết",0,0,2,0,3,NA,2,2,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"134","04","051","01699","004","007","01699004007",1,1,2,2,1,2,3,"Đoàn kết",2,2,NA,2,5,"Nước mưa",2,NA,3,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"135","04","051","01699","004","008","01699004008",5,99,3,NA,NA,NA,1,"Đoàn Kết",2,2,NA,2,5,"nước mưa",2,NA,3,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"136","04","051","01699","004","009","01699004009",1,1,25,3,1,25,3,"Đoàn kết",2,2,NA,2,5,"Nước khe suối",2,NA,3,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"137","04","051","01699","004","010","01699004010",1,1,20,99,NA,NA,2,"đoàn kết",0,0,2,0,4,NA,2,2,0,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"138","04","051","01699","004","013","01699004013",1,1,4,2,1,2,1,"0",1,0,2,0,4,NA,2,2,0,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"139","04","040","01705","013","001","01705013001",4,4,7,3,4,7,1,"Bắc thơm số 7",1,1,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"140","04","040","01705","013","002","01705013002",5,4,5,2,4,6,2,"RS225",3,2,NA,3,3,NA,2,2,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"141","04","040","01705","013","003","01705013003",1,4,8,8,4,8,2,"Tam nông",2,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"142","04","040","01705","013","004","01705013004",1,4,8,4,4,8,2,"Tam nông",3,1,NA,4,1,NA,2,NA,0,3,2,1,2,2,NA,10,2,NA,NA,2,1,2,2,2,2,1
"143","04","040","01705","013","005","01705013005",1,4,8,8,4,8,2,"Tam nông",3,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,2,2,2,2,1
"144","04","040","01705","013","007","01705013007",1,4,8,5,4,8,2,"Khang dân",2,1,NA,2,4,NA,2,2,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"145","04","040","01705","013","008","01705013008",5,4,6,3,4,6,1,"Hana số 7",2,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"146","04","040","01705","013","009","01705013009",4,4,6,3,4,6,1,"Tam nông",2,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"147","04","040","01705","013","012","01705013012",1,4,9,8,4,9,2,"Tam nông",3,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,3,1,2,2,2,2,1
"148","04","040","01705","013","013","01705013013",1,4,8,5,4,8,2,"Tam nông",2,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"149","04","040","01705","013","014","01705013014",1,4,8,5,4,8,2,"Tam nông",2,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"150","04","040","01705","013","015","01705013015",5,4,6,3,4,6,1,"CXT30",3,3,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"151","04","052","01726","007","005","01726007005",5,99,0,NA,NA,NA,99,"Không trồng",0,NA,2,0,5,"khó sử dụng",2,NA,0,3,2,1,2,2,NA,8,1,NA,NA,2,2,2,2,2,2,1
"152","06","058","01849","005","001","01849005001",5,1,1,3,1,2,3,"Bắc Hương",2,2,NA,2,5,"kênh mương",99,NA,2,3,2,1,2,2,NA,2,2,NA,NA,2,2,99,99,99,99,1
"153","06","058","01849","005","002","01849005002",4,1,4,2,1,4,1,"Bắc Hương",3,1,NA,3,5,"kênh mương",2,NA,2,3,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,1
"154","06","058","01849","005","004","01849005004",4,1,2,2,1,3,2,"Khang dân",2,2,NA,1,5,"kênh mương",99,NA,2,3,1,2,2,2,NA,2,2,NA,NA,2,2,99,99,99,99,1
"155","06","058","01849","005","005","01849005005",5,1,1,2,1,1,1,"Khang dân",2,2,NA,2,5,"kênh mương",2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"156","06","058","01849","005","006","01849005006",1,1,5,3,1,8,2,"giống thuần",1,1,NA,2,4,NA,2,2,2,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"157","06","058","01849","005","007","01849005007",1,1,4,2,1,5,1,"giống lai",2,2,NA,2,4,NA,2,2,2,2,1,2,2,2,NA,5,2,NA,NA,2,2,99,2,99,99,1
"158","06","058","01849","005","009","01849005009",1,1,8,99,NA,NA,2,"giống lai",2,2,NA,2,4,NA,2,2,2,2,1,2,2,2,NA,5,2,NA,NA,2,2,99,99,99,99,1
"159","06","058","01849","005","010","01849005010",1,1,4,5,1,4,2,"giống lai",1,1,NA,2,4,NA,99,2,2,2,1,2,2,2,NA,5,2,NA,NA,2,2,99,2,2,2,1
"160","06","058","01849","005","012","01849005012",1,1,10,10,1,20,1,"khang dân",4,4,NA,3,5,"sông suối",2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,4,1,2,2,2,2,1
"161","06","058","01849","005","013","01849005013",1,1,10,99,NA,NA,1,"khang dân",4,2,NA,4,4,NA,2,2,0,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"162","06","061","01912","007","001","01912007001",1,2,1,1,2,4,1,"thái bình",1,0,1,2,5,"mương tự chảy",2,NA,2,3,1,2,1,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"163","06","061","01912","007","002","01912007002",1,3,5,3,3,5,3,"thái bình",1,0,1,2,5,"mương tự chảy",2,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,2,2,1
"164","06","061","01912","007","003","01912007003",1,2,3,3,2,4,2,"đoàn kết",1,0,1,2,5,"mương tự chảy",2,NA,2,3,1,2,2,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"165","06","061","01912","007","004","01912007004",1,2,1,1,2,3,1,"thái bình",1,0,1,2,4,NA,2,2,1,3,1,2,2,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"166","06","061","01912","007","005","01912007005",1,2,4,2,2,4,3,"thái bình",1,0,1,2,5,"mương tự chảy",2,NA,2,3,1,2,2,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"167","06","061","01912","007","006","01912007006",5,4,5,1,4,3,2,"thái bình",0,NA,2,2,3,NA,2,2,1,3,2,2,1,2,NA,NA,3,NA,NA,2,1,99,2,2,2,1
"168","06","061","01912","007","007","01912007007",1,3,5,99,NA,NA,3,"bưu điện",1,0,1,2,5,"mương tự chảy",2,NA,1,3,1,2,1,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"169","06","061","01912","007","008","01912007008",1,3,5,99,NA,NA,3,"thái bình",1,0,1,2,5,"mương tự chảy",2,NA,2,3,1,2,2,2,NA,4,3,NA,NA,2,1,2,2,2,2,1
"170","06","061","01912","007","009","01912007009",5,99,25,NA,NA,NA,2,"lai",0,NA,1,2,3,NA,99,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,1,99,99,99,99,1
"171","06","061","01912","007","010","01912007010",5,4,3,99,NA,NA,2,"lai",0,NA,1,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,99,99,99,1
"172","06","061","01912","007","011","01912007011",5,4,5,99,NA,NA,2,"lai",0,NA,2,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,1,99,99,99,99,1
"173","06","061","01912","007","012","01912007012",5,99,6,NA,NA,NA,2,"lai",0,NA,2,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,1,99,99,99,99,1
"174","06","061","01912","007","013","01912007013",1,2,4.4,2,2,4.4,3,"bao thai",0,NA,1,2,5,"mương tự chảy",2,NA,1,3,1,2,2,2,NA,2,3,NA,NA,2,1,2,2,2,2,1
"175","06","061","01912","007","015","01912007015",5,4,10,1,4,5,2,"thái bình",0,NA,1,2,5,"mương tự chảy",1,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"176","06","064","02035","003","001","02035003001",4,1,0,25,NA,NA,3,"bao thai",0,NA,2,0,5,"nguồn tự chảy",99,NA,1,3,2,2,2,1,"máy gặt cầm tay",NA,2,NA,NA,1,1,2,2,2,2,1
"177","06","064","02035","003","002","02035003002",1,99,3,NA,NA,NA,1,"bao thai",1,1,NA,3,5,"nguồn tự chảy",99,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,1
"178","06","064","02035","003","004","02035003004",4,3,2,99,NA,NA,1,"bao thai",0,NA,1,3,5,"nước khe suối",99,NA,1,3,2,2,1,1,"máy gặt cầm tay",NA,2,NA,NA,1,1,99,99,99,99,1
"179","06","064","02035","003","006","02035003006",5,3,1,99,NA,NA,2,"bao thai",0,NA,1,2,5,"nước khe suối",99,NA,1,3,2,2,2,1,"gặt máy cầm tay",NA,2,NA,NA,1,1,99,99,99,99,1
"180","06","064","02035","003","013","02035003013",4,3,1,99,NA,NA,1,"tạp giao",1,0,1,3,5,"nước khe suối",99,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,1
"181","06","064","02044","003","003","02044003003",5,1,0.1,2,1,0.03,1,"khang dân",2,1,NA,2,1,NA,2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"182","06","064","02044","003","006","02044003006",5,1,0.1,3,1,0.03,2,"thái bình",2,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,2,3,NA,NA,2,2,2,99,99,99,1
"183","06","064","02044","003","007","02044003007",5,1,0.03,2,1,0.04,2,"Thái bình",2,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,2,3,NA,NA,2,2,99,99,99,2,1
"184","06","064","02044","003","009","02044003009",5,1,0.03,2,1,0.03,1,"Thái bình",2,1,NA,2,1,NA,99,NA,2,3,1,2,1,2,NA,2,3,NA,NA,2,2,99,2,2,2,1
"185","06","064","02044","003","010","02044003010",5,1,0.03,2,1,0.03,2,"tạp giao",2,1,NA,2,1,NA,99,NA,2,3,1,2,1,2,NA,2,3,NA,NA,2,2,2,2,2,99,1
"186","06","064","02044","003","011","02044003011",5,1,0.03,2,1,0.03,2,"thái bình",2,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,2,3,NA,NA,2,2,2,2,1,1,1
"187","06","064","02044","003","012","02044003012",5,1,0.3,2,1,0.04,1,"khang dân",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,2,2,2,2,99,1
"188","06","064","02044","003","014","02044003014",5,1,0.03,2,1,0.03,1,"Thái bình",2,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,2,3,NA,NA,2,2,2,2,2,2,1
"189","06","064","02047","004","001","02047004001",4,1,4,1,1,4,1,"hà giang",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"190","06","064","02047","004","002","02047004002",4,1,5,1,1,5,1,"J02",0,NA,2,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"191","06","064","02047","004","003","02047004003",4,1,8,1,1,8,1,"J02",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"192","06","064","02047","004","004","02047004004",4,1,12,1,1,12,1,"Ha na",1,1,NA,2,1,NA,1,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"193","06","064","02047","004","005","02047004005",4,1,12,1,1,12,1,"J02",1,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"194","06","064","02047","004","006","02047004006",5,1,3,1,1,3,1,"Jo2",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"195","06","064","02047","004","007","02047004007",4,1,4,1,1,4,1,"J02",1,1,NA,1,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"196","06","064","02047","004","008","02047004008",5,1,3,1,1,3,1,"Jo2",0,NA,2,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,2,NA,NA,2,1,99,99,99,99,1
"197","06","064","02047","004","009","02047004009",4,1,13,1,1,12,1,"J02",1,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"198","06","064","02047","004","010","02047004010",4,1,5,2,1,5,3,"bắc thơm",1,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"199","06","064","02047","004","011","02047004011",4,1,5,1,1,5,1,"J02",1,1,NA,1,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"200","06","064","02047","004","012","02047004012",4,1,3,1,1,3,1,"J02",0,NA,2,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,2,2,2,2,1
"201","06","064","02047","004","013","02047004013",4,1,20,2,1,20,3,"mai hương",1,1,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"202","06","064","02047","004","014","02047004014",4,1,5,1,1,5,1,"Lai",1,1,NA,1,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"203","06","064","02047","004","015","02047004015",4,1,8,1,1,8,1,"J02",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,3,2,NA,NA,2,1,2,2,2,2,1
"204","06","066","02173","005","001","02173005001",5,1,1,99,NA,NA,1,"lai",0,NA,2,2,4,NA,99,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,99,99,99,99,1
"205","06","066","02173","005","003","02173005003",5,1,1,1,1,1,2,"lai",0,NA,2,2,1,NA,99,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,99,99,99,99,1
"206","06","066","02173","005","004","02173005004",1,1,1,99,NA,NA,1,"Lúa lai",0,NA,2,2,1,NA,99,NA,2,3,1,2,2,2,NA,3,3,NA,NA,2,2,99,99,99,99,1
"207","06","066","02173","005","005","02173005005",5,4,4,15,4,4,2,"giống lai 108",2,1,NA,2,4,NA,2,2,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"208","06","066","02173","005","006","02173005006",4,4,4,10,4,4,1,"lúa lai 838",3,2,NA,3,3,NA,2,2,3,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"209","06","066","02173","005","008","02173005008",4,4,5,15,4,5,1,"lúa lai 838",1,1,NA,2,4,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,99,1
"210","06","066","02173","005","009","02173005009",5,4,4,2,4,4,1,"việt lai 20",1,1,NA,2,5,"nước mương",2,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"211","06","066","02173","005","010","02173005010",1,4,4,2,4,4,1,"hà phát 88",1,1,NA,2,5,"nước khe",2,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"212","06","066","02173","005","011","02173005011",4,1,13,20,NA,NA,1,"sán ưu 63",5,5,NA,1,4,NA,99,2,0,2,2,2,1,2,NA,NA,3,NA,NA,2,2,99,1,2,2,1
"213","06","066","02173","005","012","02173005012",1,1,6,35,NA,NA,2,"nhì ưu",0,NA,2,3,3,NA,2,2,0,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,1,1,1,1
"214","06","066","02173","005","013","02173005013",5,4,4,1,4,4,1,"việt lai 20",1,1,NA,2,5,"mương tự chảy",2,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"215","06","066","02173","005","014","02173005014",1,4,4,2,4,4,1,"việt lai 20",1,1,NA,2,5,"nước khe tự chảy",2,NA,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"216","08","070","02215","013","004","02215013004",1,2,1.2,4,2,1.3,1,"đài thơm",3,3,NA,2,1,NA,1,NA,2,2,1,2,2,2,NA,4,2,NA,NA,2,2,2,99,99,99,1
"217","08","072","02275","005","001","02275005001",5,1,0.01,5,1,0.01,1,"lúa thuần thiên ưu 8",2,2,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"218","08","072","02275","005","002","02275005002",5,2,1.4,2,2,1.5,1,"Việt Lai 20",2,2,NA,2,4,NA,2,2,1,2,2,2,1,2,NA,NA,3,NA,NA,2,1,1,1,1,2,1
"219","08","072","02275","005","003","02275005003",5,1,0.01,10,1,0.05,1,"MHC2",1,1,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"220","08","072","02275","005","004","02275005004",5,2,1,2,2,1.2,1,"hương ưu",1,1,NA,2,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,1,1,2,1,2,1
"221","08","072","02275","005","005","02275005005",5,1,0.01,10,1,0.01,1,"thiên ưu 8",2,2,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"222","08","072","02275","005","006","02275005006",5,2,1,1,2,1,1,"thiên ưu",1,1,NA,1,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"223","08","072","02275","005","007","02275005007",5,1,0.01,5,1,0.01,1,"Siêu lúa lai",3,3,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"224","08","072","02275","005","008","02275005008",5,2,1,1,2,1,1,"thiên ưu",1,1,NA,2,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"225","08","072","02275","005","009","02275005009",5,2,1.4,10,2,1.4,1,"lúa thuần đài thơm",2,2,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"226","08","072","02275","005","010","02275005010",5,2,1.5,1,2,1.6,1,"MHC2",1,1,NA,1,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,2,2,1
"227","08","072","02275","005","011","02275005011",5,1,0.01,5,1,0,1,"thiên ưu",2,2,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"228","08","072","02275","005","012","02275005012",5,2,1,2,2,1,1,"Siêu lúa lai",1,1,NA,1,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,2,2,1
"229","08","072","02275","005","014","02275005014",5,2,1,1,2,1,1,"Thiên ưu 8",1,1,NA,1,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,2,2,1
"230","08","072","02275","005","015","02275005015",5,1,0.01,10,1,0,1,"Hà Phát",2,2,NA,2,4,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"231","08","073","02344","008","002","02344008002",5,4,3,2,4,4,1,"BCL889",1,1,NA,2,1,NA,2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,99,99,99,1
"232","08","073","02344","008","003","02344008003",5,4,4,5,4,3.5,1,"HD11",2,2,NA,2,1,NA,2,NA,0,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,99,99,99,1
"233","08","073","02344","008","004","02344008004",4,4,4,99,NA,NA,99,"Bcl889",1,1,NA,1,1,NA,2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,99,99,99,1
"234","08","073","02344","008","005","02344008005",1,4,6,99,NA,NA,1,"T125",1,1,NA,1,1,NA,1,NA,1,3,2,2,1,2,NA,NA,1,NA,NA,4,1,2,2,2,2,1
"235","08","073","02344","008","006","02344008006",1,4,4,99,NA,NA,1,"DT125",1,1,NA,2,1,NA,1,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"236","08","073","02344","008","007","02344008007",1,4,3,99,NA,NA,1,"DT12",1,1,NA,2,1,NA,1,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"237","08","073","02344","008","008","02344008008",5,4,3,10,4,2.5,99,"MHC2",2,2,NA,1,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,1
"238","08","073","02344","008","011","02344008011",99,4,0,0,4,0,99,"không sản xuất vụ xuân",0,0,2,0,5,"không sản xuất",99,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,99,99,99,1
"239","08","073","02344","008","014","02344008014",1,3,2,5,3,2,1,"BC 15",3,3,NA,2,1,NA,99,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"240","08","073","02344","008","015","02344008015",1,4,3,6,4,3,1,"BC 15",3,3,NA,2,1,NA,99,NA,1,2,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,1
"241","08","073","02353","003","002","02353003002",5,4,4,99,NA,NA,99,"Tạp giao",0,0,2,1,1,NA,2,NA,3,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"242","08","073","02353","003","003","02353003003",4,4,4,3,4,4,1,"BC",2,2,NA,2,1,NA,2,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"243","08","073","02353","003","004","02353003004",4,4,4,99,NA,NA,99,"Tạp giao",2,2,NA,1,1,NA,2,NA,2,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,99,99,99,1
"244","08","073","02353","003","005","02353003005",1,4,5,99,NA,NA,1,"Ht12",1,1,NA,1,1,NA,1,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"245","08","073","02353","003","007","02353003007",1,4,3,99,NA,NA,1,"HD6",1,1,NA,1,1,NA,1,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"246","08","073","02353","003","008","02353003008",5,4,3,3,4,2.5,99,"MH2",2,2,NA,3,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,1
"247","08","073","02353","003","009","02353003009",5,4,3,5,2,2.5,99,"HD11",2,2,NA,3,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,1
"248","08","073","02353","003","010","02353003010",5,4,3,3,4,2,99,"MHC2",3,3,NA,2,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,2,1
"249","08","073","02353","003","013","02353003013",1,4,3,99,NA,NA,1,"bắc thịnh",0,0,2,0,1,NA,99,NA,1,2,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,1
"250","08","073","02353","003","014","02353003014",1,4,3,99,NA,NA,1,"Bắc Thịnh",2,2,NA,2,1,NA,99,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,2,2,2,1
"251","08","073","02353","003","015","02353003015",1,4,3,4,4,3,1,"BC 15",2,2,NA,2,1,NA,99,NA,1,2,2,1,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1
"252","08","074","02383","006","001","02383006001",1,2,1,4,2,1,1,"thái bình BC15",3,3,NA,2,4,NA,2,2,0,2,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,99,99,1
"253","08","074","02383","006","002","02383006002",1,2,1,4,2,1,1,"Thái Bình",3,3,NA,2,4,NA,2,2,2,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"254","08","074","02383","006","004","02383006004",1,2,1,15,2,0.8,1,"Thái Tuyên",4,4,NA,3,3,NA,2,2,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,2,2,2,1
"255","08","074","02383","006","007","02383006007",5,2,1,3,2,1,1,"BC 15",3,3,NA,2,4,NA,2,2,0,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"256","08","074","02383","006","008","02383006008",1,2,1,4,2,1,1,"Thái Bình PC15",3,3,NA,2,4,NA,2,2,0,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"257","08","076","02542","011","001","02542011001",5,2,0.7,3,2,0.8,1,"thai xuyên",3,3,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,3,2,NA,NA,2,2,1,1,1,2,1
"258","08","076","02542","011","002","02542011002",5,2,1,3,2,1,1,"tạp giao",6,6,NA,2,1,NA,2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,2,1,2,1
"259","08","076","02542","011","003","02542011003",5,2,0.8,1,2,1,1,"thái xuyên",4,4,NA,3,1,NA,2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,2,1
"260","08","076","02542","011","004","02542011004",5,2,1,3,2,1,1,"tạp giao",5,5,NA,3,1,NA,2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,2,1
"261","08","076","02542","011","005","02542011005",5,2,1,99,NA,NA,1,"Tạp dao",2,2,NA,2,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"262","08","076","02542","011","006","02542011006",5,2,1,99,NA,NA,1,"Tạp dao",2,2,NA,2,1,NA,2,NA,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"263","08","076","02542","011","009","02542011009",4,2,2,10,2,2,1,"km18",3,2,NA,3,1,NA,2,NA,3,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"264","08","076","02542","011","010","02542011010",4,2,1.5,5,2,1.5,1,"Km18",3,2,NA,3,1,NA,2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"265","08","076","02542","011","011","02542011011",4,2,2,5,2,2,1,"km18",3,3,NA,3,1,NA,2,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
